system:index,LST_Night_1km_max,LST_Night_1km_median,LST_Night_1km_min,LST_Night_1km_stdDev,modis_time,pixel_count,.geo
2010_05_09,,,,,1273363200000,0,
2010_05_10,,,,,1273449600000,0,
2010_05_11,,,,,1273536000000,0,
2010_05_12,7.9500000000000455,7.2900000000000205,1.990000000000009,1.3692227722324843,1273622400000,40,
2010_05_13,4.7900000000000205,3.3500000000000227,-0.6099999999999568,1.2772305038637288,1273708800000,25,
2010_05_14,11.450000000000045,8.250000000000028,5.630000000000052,1.4813057877206428,1273795200000,28,
2010_05_15,13.950000000000045,11.540000000000049,6.350000000000023,2.227747443825128,1273881600000,28,
2010_05_16,,,,,1273968000000,0,
2010_05_17,,,,,1274054400000,0,
2010_05_18,7.710000000000036,7.160000000000025,2.2900000000000205,1.514207713624526,1274140800000,16,
2010_05_19,,,,,1274227200000,0,
2010_05_20,7.810000000000002,6.070000000000022,1.8100000000000023,1.355132910116811,1274313600000,28,
2010_05_21,10.770000000000039,8.570000000000022,4.8700000000000045,1.7129634517356935,1274400000000,26,
2010_05_22,,,,,1274486400000,0,
2010_05_23,,,,,1274572800000,0,
2010_05_24,,,,,1274659200000,0,
2010_05_25,,,,,1274745600000,0,
2010_05_26,,,,,1274832000000,0,
2010_05_27,4.390000000000043,3.5000000000000284,1.150000000000034,1.017761786104415,1274918400000,26,
2010_05_28,,,,,1275004800000,0,
2010_05_29,7.270000000000039,5.7400000000000375,0.11000000000001364,1.3911473681821023,1275091200000,40,
2010_05_30,13.630000000000052,10.420000000000044,6.010000000000048,1.4576535082110609,1275177600000,40,
2010_05_31,,,,,1275264000000,0,
2010_06_01,,,,,1275350400000,0,
2010_06_02,,,,,1275436800000,0,
2010_06_03,,,,,1275523200000,0,
2010_06_04,,,,,1275609600000,0,
2010_06_05,,,,,1275696000000,0,
2010_06_06,,,,,1275782400000,0,
2010_06_07,,,,,1275868800000,0,
2010_06_08,16.170000000000016,13.980000000000018,8.470000000000027,1.52949918273926,1275955200000,40,
2010_06_09,,,,,1276041600000,0,
2010_06_10,,,,,1276128000000,0,
2010_06_11,12.250000000000057,10.650000000000034,4.310000000000002,1.7099598405071652,1276214400000,39,
2010_06_12,11.610000000000014,10.610000000000042,7.3700000000000045,0.8312924223236394,1276300800000,38,
2010_06_13,16.150000000000034,14.150000000000034,9.450000000000045,1.3546656414038147,1276387200000,40,
2010_06_14,15.830000000000041,14.510000000000048,12.170000000000016,0.9245667904483407,1276473600000,40,
2010_06_15,15.210000000000036,13.350000000000051,8.110000000000014,2.0427650200979053,1276560000000,34,
2010_06_16,14.470000000000027,11.79000000000002,6.2900000000000205,1.7635347923530096,1276646400000,39,
2010_06_17,12.150000000000034,10.56000000000003,6.610000000000014,1.3835483809570932,1276732800000,28,
2010_06_18,16.210000000000036,14.040000000000049,9.53000000000003,1.454652449900007,1276819200000,40,
2010_06_19,13.230000000000018,11.53000000000003,6.270000000000039,1.3250082692497513,1276905600000,36,
2010_06_20,,,,,1276992000000,0,
2010_06_21,12.250000000000057,10.670000000000044,6.550000000000011,1.3982143594820258,1277078400000,36,
2010_06_22,17.29000000000002,15.230000000000018,10.590000000000032,1.4313866528649761,1277164800000,40,
2010_06_23,,,,,1277251200000,0,
2010_06_24,,,,,1277337600000,0,
2010_06_25,17.49000000000001,16.390000000000043,10.810000000000002,1.4571935416242654,1277424000000,39,
2010_06_26,,,,,1277510400000,0,
2010_06_27,20.29000000000002,18.510000000000048,14.890000000000043,1.264529556791847,1277596800000,40,
2010_06_28,19.27000000000004,18.450000000000045,16.910000000000025,0.5812742468060634,1277683200000,40,
2010_06_29,21.03000000000003,19.130000000000024,15.110000000000014,1.351218339129519,1277769600000,40,
2010_06_30,17.430000000000007,15.340000000000032,14.03000000000003,0.9280856298251488,1277856000000,38,
2010_07_01,19.07000000000005,17.130000000000052,12.970000000000027,2.3151289860874256,1277942400000,9,
2010_07_02,17.450000000000045,16.230000000000018,13.370000000000005,1.059594861728161,1278028800000,37,
2010_07_03,16.970000000000027,15.28000000000003,13.050000000000011,1.093943732048839,1278115200000,30,
2010_07_04,16.930000000000007,16.170000000000016,11.730000000000018,1.1619336254709636,1278201600000,40,
2010_07_05,17.930000000000007,16.880000000000024,15.03000000000003,0.7758477621285819,1278288000000,40,
2010_07_06,19.29000000000002,17.710000000000036,14.010000000000048,1.1558199470506338,1278374400000,40,
2010_07_07,16.890000000000043,15.710000000000036,13.510000000000048,0.632755679547767,1278460800000,40,
2010_07_08,,,,,1278547200000,0,
2010_07_09,,,,,1278633600000,0,
2010_07_10,19.870000000000005,18.630000000000052,15.590000000000032,0.9630944917296506,1278720000000,40,
2010_07_11,21.690000000000055,20.04000000000005,18.010000000000048,0.8609035950673247,1278806400000,40,
2010_07_12,21.890000000000043,20.590000000000032,19.110000000000014,0.7854520991120703,1278892800000,40,
2010_07_13,21.49000000000001,20.31000000000003,16.590000000000032,1.1248266533114952,1278979200000,40,
2010_07_14,20.230000000000018,18.52000000000004,15.210000000000036,1.2632805507883396,1279065600000,40,
2010_07_15,21.950000000000045,20.690000000000026,15.910000000000025,1.3576022060972748,1279152000000,40,
2010_07_16,21.470000000000027,19.840000000000032,18.210000000000036,0.8156799311002836,1279238400000,40,
2010_07_17,23.07000000000005,21.860000000000014,19.150000000000034,1.047253073521251,1279324800000,40,
2010_07_18,22.670000000000016,21.08000000000004,17.870000000000005,1.048717192573748,1279411200000,40,
2010_07_19,21.930000000000007,20.710000000000008,16.410000000000025,1.3671572696658005,1279497600000,40,
2010_07_20,22.650000000000034,20.940000000000026,16.870000000000005,1.2328033095349376,1279584000000,40,
2010_07_21,20.810000000000002,19.710000000000036,16.250000000000057,0.9897449166327561,1279670400000,40,
2010_07_22,22.53000000000003,20.980000000000018,17.630000000000052,1.1475642683528693,1279756800000,40,
2010_07_23,19.810000000000002,18.30000000000004,15.670000000000016,1.1645202785801474,1279843200000,38,
2010_07_24,23.370000000000005,22.010000000000048,19.310000000000002,0.8438222561653006,1279929600000,40,
2010_07_25,22.850000000000023,21.33000000000004,19.110000000000014,0.8267525325029554,1280016000000,40,
2010_07_26,21.750000000000057,19.710000000000036,16.610000000000014,1.3123815371853642,1280102400000,39,
2010_07_27,20.630000000000052,19.230000000000047,15.390000000000043,1.3878759505010323,1280188800000,34,
2010_07_28,20.630000000000052,19.32000000000002,17.53000000000003,0.9509989484746664,1280275200000,40,
2010_07_29,20.83000000000004,18.930000000000007,15.630000000000052,1.310307490599419,1280361600000,39,
2010_07_30,19.010000000000048,18.53000000000003,16.190000000000055,0.776452813462149,1280448000000,33,
2010_07_31,20.190000000000055,19.380000000000024,16.55000000000001,0.8883332707942742,1280534400000,40,
2010_08_01,18.49000000000001,17.350000000000023,13.870000000000005,1.1466749951648205,1280620800000,33,
2010_08_02,21.410000000000025,20.260000000000048,16.890000000000043,1.1017604095264089,1280707200000,40,
2010_08_03,19.79000000000002,18.360000000000042,15.330000000000041,1.058288122393901,1280793600000,40,
2010_08_04,20.950000000000045,19.77000000000004,17.850000000000023,0.7486305831315987,1280880000000,40,
2010_08_05,21.130000000000052,20.250000000000057,16.350000000000023,1.0397825493823172,1280966400000,40,
2010_08_06,20.230000000000018,19.650000000000034,18.390000000000043,0.5599741065440614,1281052800000,40,
2010_08_07,18.250000000000057,16.440000000000026,13.750000000000057,1.2592447030749494,1281139200000,12,
2010_08_08,17.350000000000023,16.460000000000036,14.330000000000041,0.7638565419037378,1281225600000,34,
2010_08_09,19.53000000000003,17.610000000000042,13.250000000000057,1.4207967207870666,1281312000000,34,
2010_08_10,17.510000000000048,16.930000000000007,14.050000000000011,0.9472140026043495,1281398400000,23,
2010_08_11,16.010000000000048,15.29000000000002,13.930000000000007,0.8624512868691452,1281484800000,3,
2010_08_12,18.430000000000007,16.960000000000008,14.250000000000057,1.1631674207754916,1281571200000,38,
2010_08_13,19.930000000000007,18.400000000000006,13.730000000000018,1.4167988565777454,1281657600000,40,
2010_08_14,22.07000000000005,20.140000000000015,17.210000000000036,1.0975307512777819,1281744000000,40,
2010_08_15,,,,,1281830400000,0,
2010_08_16,21.07000000000005,18.82000000000002,14.79000000000002,1.386796217906596,1281916800000,40,
2010_08_17,20.55000000000001,19.160000000000053,16.410000000000025,1.229481191397424,1282003200000,40,
2010_08_18,20.170000000000016,17.620000000000033,13.890000000000043,1.641745945632277,1282089600000,40,
2010_08_19,19.83000000000004,17.740000000000038,14.150000000000034,1.2113480094506464,1282176000000,40,
2010_08_20,20.110000000000014,18.420000000000044,15.630000000000052,1.0794160458322104,1282262400000,40,
2010_08_21,19.310000000000002,17.470000000000027,13.050000000000011,1.7260294754146288,1282348800000,40,
2010_08_22,,,,,1282435200000,0,
2010_08_23,17.07000000000005,15.53000000000003,11.79000000000002,1.2419200408058186,1282521600000,35,
2010_08_24,16.350000000000023,14.690000000000055,11.770000000000039,1.0659921336599585,1282608000000,21,
2010_08_25,21.49000000000001,19.150000000000034,13.630000000000052,1.6860115657966477,1282694400000,40,
2010_08_26,19.150000000000034,18.220000000000027,15.350000000000023,0.9315873550023049,1282780800000,40,
2010_08_27,18.55000000000001,16.840000000000032,14.550000000000011,1.170143153635594,1282867200000,40,
2010_08_28,,,,,1282953600000,0,
2010_08_29,,,,,1283040000000,0,
2010_08_30,,,,,1283126400000,0,
2010_08_31,11.210000000000036,11.210000000000036,11.210000000000036,0.0,1283212800000,1,
2010_09_01,,,,,1283299200000,0,
2010_09_02,15.830000000000041,14.630000000000052,11.950000000000045,0.9347995092259298,1283385600000,35,
2010_09_03,20.83000000000004,17.680000000000035,14.650000000000034,1.4000141963567194,1283472000000,40,
2010_09_04,17.630000000000052,16.400000000000034,13.29000000000002,0.8781685487421609,1283558400000,40,
2010_09_05,17.53000000000003,15.750000000000057,12.770000000000039,1.348054238564455,1283644800000,39,
2010_09_06,16.79000000000002,15.900000000000034,10.810000000000002,1.572253517232188,1283731200000,28,
2010_09_07,15.310000000000002,14.06000000000003,11.150000000000034,1.1166719361646826,1283817600000,26,
2010_09_08,,,,,1283904000000,0,
2010_09_09,7.270000000000039,7.270000000000039,7.270000000000039,0.0,1283990400000,1,
2010_09_10,13.610000000000014,13.230000000000018,11.970000000000027,0.4242640687119548,1284076800000,11,
2010_09_11,13.370000000000005,12.310000000000002,10.190000000000055,0.9336586954325159,1284163200000,19,
2010_09_12,16.210000000000036,14.350000000000023,8.870000000000005,1.7119695528834804,1284249600000,40,
2010_09_13,14.890000000000043,13.500000000000028,7.03000000000003,1.6035036638561289,1284336000000,40,
2010_09_14,14.630000000000052,13.550000000000011,10.050000000000011,1.3350970002213234,1284422400000,40,
2010_09_15,16.590000000000032,14.690000000000026,7.770000000000039,1.7762904464079257,1284508800000,40,
2010_09_16,9.950000000000045,9.81000000000003,7.910000000000025,0.8453401682163248,1284595200000,4,
2010_09_17,16.950000000000045,15.460000000000008,11.310000000000002,1.1463834437046,1284681600000,40,
2010_09_18,13.430000000000007,11.750000000000057,7.730000000000018,1.2124694977592019,1284768000000,29,
2010_09_19,,,,,1284854400000,0,
2010_09_20,13.130000000000052,11.430000000000035,5.490000000000009,1.6396931877641086,1284940800000,32,
2010_09_21,13.79000000000002,11.470000000000027,5.430000000000007,1.6767684395100695,1285027200000,39,
2010_09_22,13.670000000000016,12.050000000000011,6.910000000000025,1.8034352697317353,1285113600000,31,
2010_09_23,12.870000000000005,10.79000000000002,8.53000000000003,1.2349971247022782,1285200000000,31,
2010_09_24,12.270000000000039,10.930000000000007,7.270000000000039,1.2005410829983074,1285286400000,38,
2010_09_25,12.610000000000014,11.000000000000028,5.57000000000005,1.7684342651057063,1285372800000,40,
2010_09_26,15.150000000000034,13.720000000000027,6.930000000000007,1.8859615584629699,1285459200000,40,
2010_09_27,14.610000000000014,12.04000000000002,7.510000000000048,1.7404169040778652,1285545600000,40,
2010_09_28,17.33000000000004,15.250000000000028,9.930000000000007,1.5214713273670721,1285632000000,40,
2010_09_29,16.79000000000002,14.700000000000017,9.750000000000057,1.6001637416215013,1285718400000,40,
2010_09_30,16.710000000000036,14.690000000000055,9.990000000000009,1.555955012203077,1285804800000,40,
2010_10_01,17.310000000000002,15.53000000000003,10.010000000000048,1.4327734468504918,1285891200000,40,
2010_10_02,16.630000000000052,14.610000000000014,10.670000000000016,1.485522130430941,1285977600000,40,
2010_10_03,17.57000000000005,15.500000000000028,10.190000000000055,1.669490940376721,1286064000000,38,
2010_10_04,12.830000000000041,12.170000000000044,8.590000000000032,1.4391548445760345,1286150400000,6,
2010_10_05,12.890000000000043,12.350000000000023,10.550000000000011,0.7718736223559373,1286236800000,6,
2010_10_06,10.270000000000039,10.270000000000039,10.270000000000039,0.0,1286323200000,1,
2010_10_07,,,,,1286409600000,0,
2010_10_08,6.130000000000052,6.130000000000052,6.130000000000052,0.0,1286496000000,1,
2010_10_09,,,,,1286582400000,0,
2010_10_10,12.350000000000023,11.410000000000025,7.930000000000007,0.9951370508628286,1286668800000,40,
2010_10_11,10.950000000000045,10.01000000000002,7.490000000000009,0.915750511875356,1286755200000,40,
2010_10_12,11.870000000000005,9.410000000000025,4.810000000000002,1.915959209210365,1286841600000,36,
2010_10_13,11.370000000000005,8.520000000000039,4.910000000000025,1.8378512513863052,1286928000000,36,
2010_10_14,12.150000000000034,10.330000000000041,4.150000000000034,2.007262812887246,1287014400000,40,
2010_10_15,11.330000000000041,9.470000000000027,6.590000000000032,1.0518445024482939,1287100800000,39,
2010_10_16,,,,,1287187200000,0,
2010_10_17,,,,,1287273600000,0,
2010_10_18,3.0300000000000296,3.0300000000000296,3.0300000000000296,0.0,1287360000000,1,
2010_10_19,11.490000000000009,8.960000000000036,2.8500000000000227,2.282792971340154,1287446400000,40,
2010_10_20,9.53000000000003,8.29000000000002,4.610000000000014,1.5014688859337022,1287532800000,33,
2010_10_21,12.29000000000002,10.480000000000047,3.910000000000025,1.994701732089279,1287619200000,40,
2010_10_22,,,,,1287705600000,0,
2010_10_23,-1.6099999999999568,-1.6099999999999568,-1.6099999999999568,0.0,1287792000000,1,
2010_10_24,,,,,1287878400000,0,
2010_10_25,-3.4699999999999704,-3.4699999999999704,-3.4699999999999704,0.0,1287964800000,1,
2010_10_26,3.6300000000000523,1.7500000000000284,-0.12999999999999545,1.880000000000024,1288051200000,2,
2010_10_27,1.2100000000000364,1.2100000000000364,1.2100000000000364,0.0,1288137600000,1,
2010_10_28,,,,,1288224000000,0,
2010_10_29,,,,,1288310400000,0,
2010_10_30,,,,,1288396800000,0,
2010_10_31,,,,,1288483200000,0,
2010_11_01,1.150000000000034,0.7100000000000364,0.7100000000000364,0.17599999999999918,1288569600000,5,
2010_11_02,7.650000000000034,6.07000000000005,1.5100000000000477,1.324431953706949,1288656000000,40,
2010_11_03,7.410000000000025,6.520000000000039,4.650000000000034,0.6669482738563796,1288742400000,40,
2010_11_04,9.330000000000041,7.520000000000039,2.490000000000009,1.5028651802473825,1288828800000,40,
2010_11_05,,,,,1288915200000,0,
2010_11_06,,,,,1289001600000,0,
2010_11_07,,,,,1289088000000,0,
2010_11_08,2.8100000000000023,1.8800000000000239,0.7900000000000205,0.706981062138314,1289174400000,6,
2010_11_09,4.710000000000036,4.250000000000057,2.2100000000000364,0.7189496375372026,1289260800000,17,
2010_11_10,,,,,1289347200000,0,
2010_11_11,3.5100000000000477,2.0400000000000205,-2.9699999999999704,1.6153731938953209,1289433600000,24,
2010_11_12,0.410000000000025,-0.38999999999995794,-1.7699999999999818,0.7251991105896454,1289520000000,40,
2010_11_13,3.1900000000000546,1.0800000000000125,-3.8699999999999477,1.6645863600306232,1289606400000,40,
2010_11_14,2.2700000000000387,1.2600000000000477,0.410000000000025,0.3974591173944817,1289692800000,40,
2010_11_15,5.410000000000025,4.680000000000035,3.7900000000000205,0.3752852248623815,1289779200000,40,
2010_11_16,1.9500000000000455,0.1500000000000341,-0.8699999999999477,0.7775030546563809,1289865600000,40,
2010_11_17,2.670000000000016,0.44000000000002615,-1.589999999999975,1.369878957928399,1289952000000,32,
2010_11_18,,,,,1290038400000,0,
2010_11_19,,,,,1290124800000,0,
2010_11_20,,,,,1290211200000,0,
2010_11_21,,,,,1290297600000,0,
2010_11_22,,,,,1290384000000,0,
2010_11_23,,,,,1290470400000,0,
2010_11_24,-6.449999999999989,-8.569999999999993,-10.689999999999998,2.1200000000000063,1290556800000,2,
2010_11_25,-4.789999999999964,-5.269999999999982,-7.589999999999975,0.7442725755169705,1290643200000,24,
2010_11_26,-13.389999999999986,-13.389999999999986,-13.389999999999986,0.0,1290729600000,1,
2010_11_27,,,,,1290816000000,0,
2010_11_28,-8.629999999999995,-9.75,-12.309999999999945,1.0263308479490305,1290902400000,23,
2010_11_29,-9.049999999999955,-10.509999999999991,-11.629999999999995,0.7404489518417652,1290988800000,23,
2010_11_30,,,,,1291075200000,0,
2010_12_01,,,,,1291161600000,0,
2010_12_02,,,,,1291248000000,0,
2010_12_03,,,,,1291334400000,0,
2010_12_04,,,,,1291420800000,0,
2010_12_05,,,,,1291507200000,0,
2010_12_06,,,,,1291593600000,0,
2010_12_07,-0.8299999999999841,-2.059999999999974,-2.669999999999959,0.6203797224281251,1291680000000,40,
2010_12_08,,,,,1291766400000,0,
2010_12_09,-0.20999999999997954,-3.2399999999999807,-7.229999999999961,1.760851782518905,1291852800000,40,
2010_12_10,,,,,1291939200000,0,
2010_12_11,,,,,1292025600000,0,
2010_12_12,,,,,1292112000000,0,
2010_12_13,,,,,1292198400000,0,
2010_12_14,,,,,1292284800000,0,
2010_12_15,3.0500000000000114,1.620000000000033,-2.7899999999999636,1.4273191654286737,1292371200000,40,
2010_12_16,1.170000000000016,-0.75,-4.46999999999997,1.2893214300553615,1292457600000,40,
2010_12_17,1.410000000000025,-1.42999999999995,-5.189999999999998,1.7136865800570538,1292544000000,37,
2010_12_18,,,,,1292630400000,0,
2010_12_19,,,,,1292716800000,0,
2010_12_20,-9.109999999999957,-9.109999999999957,-9.109999999999957,0.0,1292803200000,1,
2010_12_21,-5.649999999999977,-5.799999999999983,-5.949999999999989,0.15000000000000285,1292889600000,2,
2010_12_22,-0.48999999999995225,-2.7199999999999704,-5.75,1.293959869106129,1292976000000,28,
2010_12_23,-0.3299999999999841,-0.9399999999999693,-3.0499999999999545,0.5401153667273314,1293062400000,32,
2010_12_24,,,,,1293148800000,0,
2010_12_25,-0.1099999999999568,-0.7699999999999818,-1.329999999999984,0.41849253278882564,1293235200000,5,
2010_12_26,,,,,1293321600000,0,
2010_12_27,-12.509999999999991,-12.509999999999991,-12.509999999999991,0.0,1293408000000,1,
2010_12_28,,,,,1293494400000,0,
2010_12_29,,,,,1293580800000,0,
2010_12_30,-10.369999999999948,-10.369999999999948,-10.369999999999948,0.0,1293667200000,1,
2010_12_31,-3.269999999999982,-5.309999999999974,-12.309999999999945,2.0382097536809063,1293753600000,20,
2011_01_01,,,,,1293840000000,0,
2011_01_02,-8.029999999999973,-9.829999999999956,-14.20999999999998,1.3383613529653156,1293926400000,36,
2011_01_03,-8.809999999999945,-10.409999999999968,-15.989999999999952,1.5622679001168605,1294012800000,33,
2011_01_04,-11.129999999999995,-12.109999999999985,-14.769999999999982,0.9927013649633231,1294099200000,20,
2011_01_05,-15.569999999999993,-15.569999999999993,-15.569999999999993,0.0,1294185600000,1,
2011_01_06,-7.909999999999968,-9.23999999999998,-13.729999999999961,1.0897492659340924,1294272000000,38,
2011_01_07,-5.289999999999964,-6.789999999999964,-11.369999999999948,1.2046704943676536,1294358400000,40,
2011_01_08,,,,,1294444800000,0,
2011_01_09,-7.909999999999968,-9.909999999999968,-17.66999999999996,1.7067993438011277,1294531200000,40,
2011_01_10,-10.909999999999968,-12.42999999999995,-14.509999999999991,1.105732336508259,1294617600000,10,
2011_01_11,-20.309999999999974,-20.309999999999974,-20.309999999999974,0.0,1294704000000,1,
2011_01_12,-20.909999999999968,-20.909999999999968,-20.909999999999968,0.0,1294790400000,1,
2011_01_13,,,,,1294876800000,0,
2011_01_14,,,,,1294963200000,0,
2011_01_15,,,,,1295049600000,0,
2011_01_16,,,,,1295136000000,0,
2011_01_17,-1.3699999999999477,-3.629999999999967,-5.729999999999961,1.2581017226752096,1295222400000,38,
2011_01_18,-2.3699999999999477,-3.1499999999999773,-3.349999999999966,0.3203643758805559,1295308800000,6,
2011_01_19,,,,,1295395200000,0,
2011_01_20,-1.6499999999999773,-3.1499999999999773,-5.5499999999999545,1.073273942205484,1295481600000,17,
2011_01_21,-9.449999999999989,-10.46999999999997,-10.75,0.5586491644036395,1295568000000,3,
2011_01_22,-1.0499999999999545,-1.4599999999999795,-2.009999999999991,0.26448251359967406,1295654400000,40,
2011_01_23,-1.3099999999999454,-2.5499999999999545,-3.7299999999999613,0.8241666198554523,1295740800000,18,
2011_01_24,,,,,1295827200000,0,
2011_01_25,0.21000000000003638,-0.3699999999999477,-2.409999999999968,0.5295384210403502,1295913600000,29,
2011_01_26,,,,,1296000000000,0,
2011_01_27,,,,,1296086400000,0,
2011_01_28,2.3100000000000023,0.1500000000000341,-2.6499999999999773,1.1378317888414864,1296172800000,27,
2011_01_29,0.4700000000000273,-1.6599999999999966,-2.7099999999999795,1.0115407463075559,1296259200000,38,
2011_01_30,,,,,1296345600000,0,
2011_01_31,1.2500000000000568,0.2200000000000557,-3.4899999999999523,0.8309751801347617,1296432000000,40,
2011_02_01,3.4700000000000273,2.110000000000042,-1.849999999999966,1.1133228417669307,1296518400000,40,
2011_02_02,0.6900000000000546,-1.0699999999999932,-4.329999999999984,1.1635606921407704,1296604800000,37,
2011_02_03,1.0300000000000296,-0.18999999999999773,-4.409999999999968,1.3911713589633738,1296691200000,40,
2011_02_04,-8.169999999999959,-8.169999999999959,-8.169999999999959,0.0,1296777600000,1,
2011_02_05,0.6900000000000546,-0.06999999999996476,-1.6299999999999955,0.6090574685528475,1296864000000,40,
2011_02_06,,,,,1296950400000,0,
2011_02_07,3.330000000000041,2.7700000000000387,-0.6699999999999591,0.9225204604777069,1297036800000,40,
2011_02_08,2.910000000000025,1.080000000000041,-5.169999999999959,1.7850888227937391,1297123200000,38,
2011_02_09,0.4300000000000068,-0.47999999999996135,-5.5499999999999545,1.2098131054009913,1297209600000,40,
2011_02_10,0.4700000000000273,-0.5099999999999909,-6.309999999999945,1.6119540291962233,1297296000000,39,
2011_02_11,-1.589999999999975,-2.3399999999999466,-8.529999999999973,2.2355088906108187,1297382400000,8,
2011_02_12,-1.9699999999999704,-2.2899999999999636,-5.409999999999968,1.114512797373903,1297468800000,7,
2011_02_13,3.9500000000000455,2.980000000000018,-0.7299999999999613,0.8484266320666728,1297555200000,40,
2011_02_14,,,,,1297641600000,0,
2011_02_15,2.990000000000009,1.420000000000016,0.6500000000000341,0.6033553456547751,1297728000000,38,
2011_02_16,,,,,1297814400000,0,
2011_02_17,1.150000000000034,0.44000000000002615,-2.6299999999999955,0.933749026718619,1297900800000,28,
2011_02_18,,,,,1297987200000,0,
2011_02_19,,,,,1298073600000,0,
2011_02_20,,,,,1298160000000,0,
2011_02_21,,,,,1298246400000,0,
2011_02_22,0.4500000000000455,-0.38999999999998636,-4.449999999999989,1.3461996091795263,1298332800000,35,
2011_02_23,-2.7299999999999613,-4.259999999999991,-8.509999999999991,2.195195663261023,1298419200000,10,
2011_02_24,-0.5299999999999727,-0.6499999999999773,-0.7899999999999636,0.09363411204670302,1298505600000,7,
2011_02_25,,,,,1298592000000,0,
2011_02_26,-2.669999999999959,-3.3899999999999864,-6.729999999999961,0.9653167813418523,1298678400000,27,
2011_02_27,-14.169999999999959,-14.169999999999959,-14.169999999999959,0.0,1298764800000,1,
2011_02_28,,,,,1298851200000,0,
2011_03_01,-2.7099999999999795,-3.399999999999949,-4.189999999999998,0.455700850675223,1298937600000,28,
2011_03_02,,,,,1299024000000,0,
2011_03_03,,,,,1299110400000,0,
2011_03_04,-1.1499999999999773,-2.109999999999957,-5.729999999999961,0.9424371331818392,1299196800000,40,
2011_03_05,,,,,1299283200000,0,
2011_03_06,,,,,1299369600000,0,
2011_03_07,,,,,1299456000000,0,
2011_03_08,-11.129999999999995,-11.129999999999995,-11.129999999999995,0.0,1299542400000,1,
2011_03_09,,,,,1299628800000,0,
2011_03_10,0.910000000000025,0.4900000000000091,-2.0299999999999727,1.0250995394321232,1299715200000,17,
2011_03_11,,,,,1299801600000,0,
2011_03_12,4.110000000000014,2.9800000000000466,-0.8499999999999659,1.2434753716901652,1299888000000,40,
2011_03_13,-3.4899999999999523,-3.589999999999975,-6.369999999999948,1.3346993003003342,1299974400000,3,
2011_03_14,,,,,1300060800000,0,
2011_03_15,,,,,1300147200000,0,
2011_03_16,,,,,1300233600000,0,
2011_03_17,3.0100000000000477,1.1300000000000523,-2.4699999999999704,1.402980030385597,1300320000000,31,
2011_03_18,,,,,1300406400000,0,
2011_03_19,,,,,1300492800000,0,
2011_03_20,,,,,1300579200000,0,
2011_03_21,1.3500000000000227,-0.05999999999997385,-3.089999999999975,1.3702220014776245,1300665600000,24,
2011_03_22,,,,,1300752000000,0,
2011_03_23,,,,,1300838400000,0,
2011_03_24,,,,,1300924800000,0,
2011_03_25,,,,,1301011200000,0,
2011_03_26,,,,,1301097600000,0,
2011_03_27,-1.2699999999999818,-4.509999999999991,-10.649999999999977,2.1461656700574925,1301184000000,24,
2011_03_28,2.090000000000032,0.7600000000000477,-7.029999999999973,2.797919641624408,1301270400000,36,
2011_03_29,,,,,1301356800000,0,
2011_03_30,-2.3099999999999454,-3.0499999999999545,-4.169999999999959,0.527746425153444,1301443200000,37,
2011_03_31,6.490000000000009,4.470000000000027,2.730000000000018,0.954708201494051,1301529600000,40,
2011_04_01,7.510000000000048,5.730000000000018,3.57000000000005,0.8333605162233224,1301616000000,40,
2011_04_02,,,,,1301702400000,0,
2011_04_03,6.410000000000025,4.350000000000023,0.5100000000000477,1.4600243148660212,1301788800000,40,
2011_04_04,,,,,1301875200000,0,
2011_04_05,,,,,1301961600000,0,
2011_04_06,8.710000000000036,6.920000000000016,0.27000000000003865,2.0541528667555427,1302048000000,40,
2011_04_07,,,,,1302134400000,0,
2011_04_08,,,,,1302220800000,0,
2011_04_09,5.53000000000003,4.450000000000017,-1.849999999999966,1.7106244473875647,1302307200000,40,
2011_04_10,5.150000000000034,3.7800000000000296,-1.6899999999999977,1.3159246748959474,1302393600000,40,
2011_04_11,,,,,1302480000000,0,
2011_04_12,,,,,1302566400000,0,
2011_04_13,,,,,1302652800000,0,
2011_04_14,,,,,1302739200000,0,
2011_04_15,,,,,1302825600000,0,
2011_04_16,-2.909999999999968,-2.9699999999999704,-3.069999999999993,0.05916079783100229,1302912000000,4,
2011_04_17,,,,,1302998400000,0,
2011_04_18,,,,,1303084800000,0,
2011_04_19,4.2900000000000205,0.7200000000000273,-3.669999999999959,2.596066435494282,1303171200000,32,
2011_04_20,-0.8299999999999841,-2.1499999999999773,-3.669999999999959,1.1603830785085003,1303257600000,3,
2011_04_21,,,,,1303344000000,0,
2011_04_22,7.250000000000057,6.460000000000036,0.7300000000000182,1.5751234078636505,1303430400000,40,
2011_04_23,6.07000000000005,4.850000000000023,0.9900000000000091,1.2306681112306452,1303516800000,40,
2011_04_24,-7.109999999999957,-7.109999999999957,-7.109999999999957,0.0,1303603200000,1,
2011_04_25,,,,,1303689600000,0,
2011_04_26,6.970000000000027,5.77000000000001,-0.14999999999997726,1.4539565846338098,1303776000000,40,
2011_04_27,8.410000000000025,7.350000000000023,1.830000000000041,1.364210302702628,1303862400000,40,
2011_04_28,7.7900000000000205,6.760000000000048,4.550000000000011,0.6644093241368612,1303948800000,40,
2011_04_29,6.930000000000007,5.07000000000005,0.3100000000000023,1.5034204267575482,1304035200000,35,
2011_04_30,5.810000000000002,4.620000000000033,-0.92999999999995,1.3333037913393861,1304121600000,40,
