system:index,LST_Day_1km_median,LST_Day_1km_stdDev,maxLST,minLST,modis_time,pixel_count,.geo
2009_01_01,,,{LST_Day_1km=null},{LST_Day_1km=null},1230768000000,0,
2009_01_02,-0.7500000000000001,0.795187243718172,{LST_Day_1km=0.6900000000000546},{LST_Day_1km=-2.1899999999999977},1230854400000,44,
2009_01_03,-0.3699999999999477,1.2007163427338425,{LST_Day_1km=0.7100000000000364},{LST_Day_1km=-2.589999999999975},1230940800000,32,
2009_01_04,,,{LST_Day_1km=null},{LST_Day_1km=null},1231027200000,0,
2009_01_05,,,{LST_Day_1km=null},{LST_Day_1km=null},1231113600000,0,
2009_01_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1231200000000,0,
2009_01_07,,,{LST_Day_1km=null},{LST_Day_1km=null},1231286400000,0,
2009_01_08,0.07000000000005002,0.7937442484659597,{LST_Day_1km=1.6900000000000546},{LST_Day_1km=-0.6499999999999773},1231372800000,36,
2009_01_09,1.0900000000000318,0.6227261748865934,{LST_Day_1km=2.390000000000043},{LST_Day_1km=0.09000000000003183},1231459200000,31,
2009_01_10,,,{LST_Day_1km=null},{LST_Day_1km=null},1231545600000,0,
2009_01_11,0.2300000000000182,1.0667349867055689,{LST_Day_1km=2.250000000000057},{LST_Day_1km=-1.0699999999999932},1231632000000,23,
2009_01_12,2.1900000000000546,1.5374261640405826,{LST_Day_1km=6.970000000000027},{LST_Day_1km=1.410000000000025},1231718400000,50,
2009_01_13,-0.6299999999999955,1.2226835657850466,{LST_Day_1km=1.6900000000000546},{LST_Day_1km=-0.8699999999999477},1231804800000,12,
2009_01_14,-0.5299999999999727,2.720721734000818,{LST_Day_1km=6.170000000000016},{LST_Day_1km=-5.109999999999957},1231891200000,11,
2009_01_15,-3.609999999999957,0.0,{LST_Day_1km=-3.609999999999957},{LST_Day_1km=-3.609999999999957},1231977600000,5,
2009_01_16,3.7100000000000364,1.42414893310171,{LST_Day_1km=7.470000000000027},{LST_Day_1km=1.0300000000000296},1232064000000,28,
2009_01_17,3.7686285714286107,1.2261154105548118,{LST_Day_1km=5.4500000000000455},{LST_Day_1km=2.0500000000000114},1232150400000,41,
2009_01_18,3.2900000000000205,1.582934231805677,{LST_Day_1km=6.050000000000011},{LST_Day_1km=1.07000000000005},1232236800000,40,
2009_01_19,2.7700000000000387,2.0097497457501015,{LST_Day_1km=7.050000000000011},{LST_Day_1km=0.9900000000000091},1232323200000,41,
2009_01_20,3.230000000000018,1.3794165852111397,{LST_Day_1km=5.890000000000043},{LST_Day_1km=0.9300000000000068},1232409600000,38,
2009_01_21,,,{LST_Day_1km=null},{LST_Day_1km=null},1232496000000,0,
2009_01_22,,,{LST_Day_1km=null},{LST_Day_1km=null},1232582400000,0,
2009_01_23,,,{LST_Day_1km=null},{LST_Day_1km=null},1232668800000,0,
2009_01_24,,,{LST_Day_1km=null},{LST_Day_1km=null},1232755200000,0,
2009_01_25,-1.7299999999999613,0.38964371189873886,{LST_Day_1km=-1.4899999999999523},{LST_Day_1km=-2.409999999999968},1232841600000,3,
2009_01_26,-1.0299999999999727,2.1897632383433616,{LST_Day_1km=0.7300000000000182},{LST_Day_1km=-2.75},1232928000000,15,
2009_01_27,-5.7099999999999795,1.4315987566354023,{LST_Day_1km=-2.4899999999999523},{LST_Day_1km=-6.2099999999999795},1233014400000,2,
2009_01_28,1.1100000000000136,0.9952116453980039,{LST_Day_1km=3.410000000000025},{LST_Day_1km=-0.2699999999999818},1233100800000,46,
2009_01_29,1.1900000000000546,1.0510166831087013,{LST_Day_1km=3.650000000000034},{LST_Day_1km=-0.5099999999999909},1233187200000,49,
2009_01_30,3.230000000000018,1.6346281831206018,{LST_Day_1km=7.57000000000005},{LST_Day_1km=1.0300000000000296},1233273600000,45,
2009_01_31,3.890000000000043,1.4278878736881893,{LST_Day_1km=6.07000000000005},{LST_Day_1km=1.670000000000016},1233360000000,49,
2009_02_01,2.9700000000000273,1.4012186751218465,{LST_Day_1km=6.890000000000043},{LST_Day_1km=0.35000000000002274},1233446400000,46,
2009_02_02,3.830000000000041,1.3731230957241536,{LST_Day_1km=7.330000000000041},{LST_Day_1km=1.7100000000000364},1233532800000,22,
2009_02_03,4.090000000000032,2.6243998584979296,{LST_Day_1km=12.210000000000036},{LST_Day_1km=1.8700000000000045},1233619200000,50,
2009_02_04,2.6319909502262946,2.4414017521563527,{LST_Day_1km=6.510000000000048},{LST_Day_1km=-2.2899999999999636},1233705600000,38,
2009_02_05,,,{LST_Day_1km=null},{LST_Day_1km=null},1233792000000,0,
2009_02_06,0.11000000000001364,1.8607040146785994,{LST_Day_1km=4.07000000000005},{LST_Day_1km=-2.609999999999957},1233878400000,18,
2009_02_07,3.5100000000000477,1.6256524274648505,{LST_Day_1km=6.130000000000052},{LST_Day_1km=0.4300000000000068},1233964800000,49,
2009_02_08,,,{LST_Day_1km=null},{LST_Day_1km=null},1234051200000,0,
2009_02_09,-0.3499999999999659,1.174032433195528,{LST_Day_1km=0.6300000000000523},{LST_Day_1km=-1.6099999999999568},1234137600000,25,
2009_02_10,,,{LST_Day_1km=null},{LST_Day_1km=null},1234224000000,0,
2009_02_11,,,{LST_Day_1km=null},{LST_Day_1km=null},1234310400000,0,
2009_02_12,-0.6299999999999955,0.7380887480513456,{LST_Day_1km=-0.6299999999999955},{LST_Day_1km=-0.6299999999999955},1234396800000,2,
2009_02_13,,,{LST_Day_1km=null},{LST_Day_1km=null},1234483200000,0,
2009_02_14,-3.849999999999966,0.6514913638951104,{LST_Day_1km=-2.9699999999999704},{LST_Day_1km=-4.489999999999952},1234569600000,10,
2009_02_15,,,{LST_Day_1km=null},{LST_Day_1km=null},1234656000000,0,
2009_02_16,,,{LST_Day_1km=null},{LST_Day_1km=null},1234742400000,0,
2009_02_17,,,{LST_Day_1km=null},{LST_Day_1km=null},1234828800000,0,
2009_02_18,1.2900000000000202,0.6699039608428486,{LST_Day_1km=2.7700000000000387},{LST_Day_1km=0.4700000000000273},1234915200000,49,
2009_02_19,,,{LST_Day_1km=null},{LST_Day_1km=null},1235001600000,0,
2009_02_20,3.4500000000000455,1.8961861136971203,{LST_Day_1km=10.090000000000032},{LST_Day_1km=2.3100000000000023},1235088000000,50,
2009_02_21,,,{LST_Day_1km=null},{LST_Day_1km=null},1235174400000,0,
2009_02_22,,,{LST_Day_1km=null},{LST_Day_1km=null},1235260800000,0,
2009_02_23,-1.849999999999966,1.9036034572486409,{LST_Day_1km=-1.849999999999966},{LST_Day_1km=-1.849999999999966},1235347200000,3,
2009_02_24,5.550000000000011,2.6662953815600337,{LST_Day_1km=12.710000000000036},{LST_Day_1km=2.8500000000000227},1235433600000,50,
2009_02_25,0.5500000000000114,1.7974204872993107,{LST_Day_1km=2.7900000000000205},{LST_Day_1km=-0.5299999999999727},1235520000000,8,
2009_02_26,2.5238775510204436,2.106406108012286,{LST_Day_1km=9.850000000000023},{LST_Day_1km=0.29000000000002046},1235606400000,42,
2009_02_27,6.390000000000043,1.8818668036465005,{LST_Day_1km=11.250000000000057},{LST_Day_1km=4.57000000000005},1235692800000,50,
2009_02_28,,,{LST_Day_1km=null},{LST_Day_1km=null},1235779200000,0,
2009_03_01,,,{LST_Day_1km=null},{LST_Day_1km=null},1235865600000,0,
2009_03_02,0.4500000000000455,0.0,{LST_Day_1km=0.4500000000000455},{LST_Day_1km=0.4500000000000455},1235952000000,1,
2009_03_03,,,{LST_Day_1km=null},{LST_Day_1km=null},1236038400000,0,
2009_03_04,0.21000000000003638,0.7172237283743481,{LST_Day_1km=0.8700000000000045},{LST_Day_1km=-1.349999999999966},1236124800000,16,
2009_03_05,,,{LST_Day_1km=null},{LST_Day_1km=null},1236211200000,0,
2009_03_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1236297600000,0,
2009_03_07,2.4500000000000455,1.691358320750673,{LST_Day_1km=6.550000000000011},{LST_Day_1km=0.19000000000005457},1236384000000,49,
2009_03_08,0.4900000000000091,1.4357914727953025,{LST_Day_1km=2.170000000000016},{LST_Day_1km=-3.849999999999966},1236470400000,21,
2009_03_09,0.5800000000000409,0.8204134075210626,{LST_Day_1km=2.730000000000018},{LST_Day_1km=-1.2099999999999795},1236556800000,46,
2009_03_10,2.890000000000043,2.1434888371675096,{LST_Day_1km=8.850000000000023},{LST_Day_1km=1.8500000000000227},1236643200000,50,
2009_03_11,5.53000000000003,2.025847007739098,{LST_Day_1km=9.870000000000005},{LST_Day_1km=3.990000000000009},1236729600000,50,
2009_03_12,6.690000000000055,3.6104173350643793,{LST_Day_1km=15.370000000000005},{LST_Day_1km=3.8100000000000023},1236816000000,50,
2009_03_13,11.450000000000045,2.72763479145495,{LST_Day_1km=17.390000000000043},{LST_Day_1km=6.610000000000014},1236902400000,50,
2009_03_14,2.2900000000000205,3.2625431268139575,{LST_Day_1km=2.2900000000000205},{LST_Day_1km=-5.409999999999968},1236988800000,3,
2009_03_15,-1.169999999999959,0.0,{LST_Day_1km=null},{LST_Day_1km=null},1237075200000,0,
2009_03_16,1.910000000000025,1.1575836902790402,{LST_Day_1km=1.910000000000025},{LST_Day_1km=-0.18999999999999773},1237161600000,2,
2009_03_17,6.330000000000041,3.8748296629526213,{LST_Day_1km=16.310000000000002},{LST_Day_1km=3.170000000000016},1237248000000,41,
2009_03_18,13.596718750000026,2.884133213820376,{LST_Day_1km=19.930000000000007},{LST_Day_1km=9.810000000000002},1237334400000,50,
2009_03_19,14.350000000000023,4.724372900772707,{LST_Day_1km=20.07000000000005},{LST_Day_1km=4.03000000000003},1237420800000,10,
2009_03_20,12.844881516587707,3.1541380752605805,{LST_Day_1km=18.99000000000001},{LST_Day_1km=4.110000000000014},1237507200000,43,
2009_03_21,,,{LST_Day_1km=null},{LST_Day_1km=null},1237593600000,0,
2009_03_22,,,{LST_Day_1km=null},{LST_Day_1km=null},1237680000000,0,
2009_03_23,6.410000000000025,0.6204022888416758,{LST_Day_1km=8.310000000000002},{LST_Day_1km=5.510000000000048},1237766400000,11,
2009_03_24,,,{LST_Day_1km=null},{LST_Day_1km=null},1237852800000,0,
2009_03_25,,,{LST_Day_1km=null},{LST_Day_1km=null},1237939200000,0,
2009_03_26,10.230000000000018,4.22155821350364,{LST_Day_1km=19.870000000000005},{LST_Day_1km=6.7900000000000205},1238025600000,43,
2009_03_27,15.190000000000055,2.9769318981512294,{LST_Day_1km=20.930000000000007},{LST_Day_1km=7.57000000000005},1238112000000,48,
2009_03_28,14.03000000000003,4.6736565059707464,{LST_Day_1km=25.07000000000005},{LST_Day_1km=11.150000000000034},1238198400000,50,
2009_03_29,,,{LST_Day_1km=null},{LST_Day_1km=null},1238284800000,0,
2009_03_30,12.390000000000043,3.153679490859184,{LST_Day_1km=19.410000000000025},{LST_Day_1km=8.050000000000011},1238371200000,10,
2009_03_31,,,{LST_Day_1km=null},{LST_Day_1km=null},1238457600000,0,
2009_04_01,,,{LST_Day_1km=null},{LST_Day_1km=null},1238544000000,0,
2009_04_02,7.2900000000000205,2.1927658840428608,{LST_Day_1km=11.830000000000041},{LST_Day_1km=6.110000000000014},1238630400000,2,
2009_04_03,,,{LST_Day_1km=null},{LST_Day_1km=null},1238716800000,0,
2009_04_04,10.29000000000002,5.209921983564651,{LST_Day_1km=22.150000000000034},{LST_Day_1km=5.810000000000002},1238803200000,38,
2009_04_05,15.596201117318463,4.160003021129026,{LST_Day_1km=24.79000000000002},{LST_Day_1km=9.750000000000057},1238889600000,50,
2009_04_06,11.67384615384621,7.205702223720243,{LST_Day_1km=27.810000000000002},{LST_Day_1km=8.330000000000041},1238976000000,49,
2009_04_07,,,{LST_Day_1km=null},{LST_Day_1km=null},1239062400000,0,
2009_04_08,,,{LST_Day_1km=null},{LST_Day_1km=null},1239148800000,0,
2009_04_09,,,{LST_Day_1km=null},{LST_Day_1km=null},1239235200000,0,
2009_04_10,5.270000000000039,1.918806213235362,{LST_Day_1km=9.550000000000011},{LST_Day_1km=5.090000000000032},1239321600000,5,
2009_04_11,9.590000000000032,4.248799703045982,{LST_Day_1km=21.190000000000055},{LST_Day_1km=8.110000000000014},1239408000000,34,
2009_04_12,,,{LST_Day_1km=null},{LST_Day_1km=null},1239494400000,0,
2009_04_13,11.830000000000041,4.357881507777361,{LST_Day_1km=22.690000000000055},{LST_Day_1km=9.130000000000052},1239580800000,46,
2009_04_14,5.250000000000057,2.013537855089281,{LST_Day_1km=5.270000000000039},{LST_Day_1km=0.5100000000000477},1239667200000,4,
2009_04_15,5.4500000000000455,3.716215972871438,{LST_Day_1km=6.190000000000055},{LST_Day_1km=4.310000000000002},1239753600000,4,
2009_04_16,12.921213872832414,4.316949609687883,{LST_Day_1km=22.07000000000005},{LST_Day_1km=7.590000000000032},1239840000000,49,
2009_04_17,12.210000000000036,3.5513127463266545,{LST_Day_1km=12.210000000000036},{LST_Day_1km=12.210000000000036},1239926400000,1,
2009_04_18,14.580000000000013,5.650078427695593,{LST_Day_1km=27.650000000000034},{LST_Day_1km=8.29000000000002},1240012800000,49,
2009_04_19,19.298625792811876,4.575794181894722,{LST_Day_1km=29.970000000000027},{LST_Day_1km=12.930000000000007},1240099200000,50,
2009_04_20,23.210000000000036,6.7515435455096915,{LST_Day_1km=38.99000000000001},{LST_Day_1km=18.150000000000034},1240185600000,50,
2009_04_21,26.670000000000016,3.580969142564699,{LST_Day_1km=32.690000000000055},{LST_Day_1km=21.53000000000003},1240272000000,46,
2009_04_22,24.37,6.478276649835287,{LST_Day_1km=37.670000000000016},{LST_Day_1km=18.090000000000032},1240358400000,37,
2009_04_23,16.27000000000004,3.575681835918284,{LST_Day_1km=22.110000000000014},{LST_Day_1km=15.810000000000002},1240444800000,3,
2009_04_24,,,{LST_Day_1km=null},{LST_Day_1km=null},1240531200000,0,
2009_04_25,21.310000000000002,4.4244883571122955,{LST_Day_1km=27.150000000000034},{LST_Day_1km=14.970000000000027},1240617600000,3,
2009_04_26,18.83000000000004,3.7962390013743375,{LST_Day_1km=25.07000000000005},{LST_Day_1km=15.170000000000016},1240704000000,3,
2009_04_27,,,{LST_Day_1km=null},{LST_Day_1km=null},1240790400000,0,
2009_04_28,,,{LST_Day_1km=null},{LST_Day_1km=null},1240876800000,0,
2009_04_29,,,{LST_Day_1km=null},{LST_Day_1km=null},1240963200000,0,
2009_04_30,16.723333333333358,3.736073324492461,{LST_Day_1km=24.690000000000055},{LST_Day_1km=10.670000000000016},1241049600000,41,
2009_05_01,,,{LST_Day_1km=null},{LST_Day_1km=null},1241136000000,0,
2009_05_02,,,{LST_Day_1km=null},{LST_Day_1km=null},1241222400000,0,
2009_05_03,8.950000000000045,2.9016718121723457,{LST_Day_1km=17.27000000000004},{LST_Day_1km=6.4500000000000455},1241308800000,13,
2009_05_04,,,{LST_Day_1km=null},{LST_Day_1km=null},1241395200000,0,
2009_05_05,13.760000000000048,3.7151686667259365,{LST_Day_1km=20.630000000000052},{LST_Day_1km=8.310000000000002},1241481600000,43,
2009_05_06,9.510000000000048,2.9700712421406585,{LST_Day_1km=15.410000000000025},{LST_Day_1km=6.970000000000027},1241568000000,9,
2009_05_07,15.076796875000044,2.4319630177688456,{LST_Day_1km=21.010000000000048},{LST_Day_1km=12.130000000000052},1241654400000,44,
2009_05_08,18.870000000000005,6.31427926739597,{LST_Day_1km=32.55000000000001},{LST_Day_1km=13.310000000000002},1241740800000,50,
2009_05_09,17.350000000000023,5.254002371555174,{LST_Day_1km=29.670000000000016},{LST_Day_1km=13.330000000000041},1241827200000,47,
2009_05_10,22.170000000000016,6.0171047383354725,{LST_Day_1km=35.23000000000002},{LST_Day_1km=17.29000000000002},1241913600000,50,
2009_05_11,18.460642201834897,6.091649511554838,{LST_Day_1km=33.31},{LST_Day_1km=14.330000000000041},1242000000000,46,
2009_05_12,15.170000000000016,4.1302380043070235,{LST_Day_1km=25.810000000000002},{LST_Day_1km=13.210000000000036},1242086400000,28,
2009_05_13,,,{LST_Day_1km=null},{LST_Day_1km=null},1242172800000,0,
2009_05_14,,,{LST_Day_1km=null},{LST_Day_1km=null},1242259200000,0,
2009_05_15,22.090000000000032,7.548257651951664,{LST_Day_1km=38.47000000000003},{LST_Day_1km=17.49000000000001},1242345600000,50,
2009_05_16,27.170000000000016,5.398701883294899,{LST_Day_1km=39.370000000000005},{LST_Day_1km=21.450000000000045},1242432000000,50,
2009_05_17,28.760000000000048,8.174015252824976,{LST_Day_1km=46.150000000000034},{LST_Day_1km=22.870000000000005},1242518400000,47,
2009_05_18,24.510000000000048,7.051402233963164,{LST_Day_1km=40.410000000000025},{LST_Day_1km=18.77000000000004},1242604800000,32,
2009_05_19,20.370000000000005,6.23097762843321,{LST_Day_1km=33.47000000000003},{LST_Day_1km=17.33000000000004},1242691200000,13,
2009_05_20,23.950000000000045,7.483579957150832,{LST_Day_1km=40.57000000000005},{LST_Day_1km=18.210000000000036},1242777600000,32,
2009_05_21,26.697410358565765,4.612310529505056,{LST_Day_1km=38.01000000000005},{LST_Day_1km=23.310000000000002},1242864000000,39,
2009_05_22,25.953720930232574,8.49126146492896,{LST_Day_1km=45.150000000000034},{LST_Day_1km=20.850000000000023},1242950400000,43,
2009_05_23,28.155013477088996,4.448493402464926,{LST_Day_1km=37.73000000000002},{LST_Day_1km=23.390000000000043},1243036800000,39,
2009_05_24,28.27000000000004,8.435394372655146,{LST_Day_1km=43.93000000000001},{LST_Day_1km=19.77000000000004},1243123200000,29,
2009_05_25,28.910000000000025,5.154946601715845,{LST_Day_1km=40.05000000000001},{LST_Day_1km=24.190000000000055},1243209600000,46,
2009_05_26,31.710000000000036,7.398195236101778,{LST_Day_1km=42.27000000000004},{LST_Day_1km=19.29000000000002},1243296000000,24,
2009_05_27,29.55000000000001,7.563552855799249,{LST_Day_1km=46.55000000000001},{LST_Day_1km=22.810000000000002},1243382400000,50,
2009_05_28,31.390000000000043,6.145367260419225,{LST_Day_1km=44.57000000000005},{LST_Day_1km=25.29000000000002},1243468800000,50,
2009_05_29,21.670000000000016,6.258071268370147,{LST_Day_1km=23.090000000000032},{LST_Day_1km=21.03000000000003},1243555200000,10,
2009_05_30,29.150000000000034,3.9093673498682864,{LST_Day_1km=39.57000000000005},{LST_Day_1km=25.370000000000005},1243641600000,39,
2009_05_31,29.010000000000048,6.750340423559271,{LST_Day_1km=44.07000000000005},{LST_Day_1km=23.610000000000014},1243728000000,43,
2009_06_01,15.650000000000034,0.0,{LST_Day_1km=15.650000000000034},{LST_Day_1km=15.650000000000034},1243814400000,1,
2009_06_02,19.05000000000001,6.781056128821099,{LST_Day_1km=33.49000000000001},{LST_Day_1km=18.29000000000002},1243900800000,2,
2009_06_03,,,{LST_Day_1km=null},{LST_Day_1km=null},1243987200000,0,
2009_06_04,16.810000000000002,2.5883327967374616,{LST_Day_1km=16.810000000000002},{LST_Day_1km=16.810000000000002},1244073600000,1,
2009_06_05,,,{LST_Day_1km=null},{LST_Day_1km=null},1244160000000,0,
2009_06_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1244246400000,0,
2009_06_07,19.590000000000032,4.672393337908547,{LST_Day_1km=31.27000000000004},{LST_Day_1km=18.99000000000001},1244332800000,5,
2009_06_08,25.230000000000018,2.9657469391410323,{LST_Day_1km=31.250000000000057},{LST_Day_1km=21.57000000000005},1244419200000,49,
2009_06_09,,,{LST_Day_1km=null},{LST_Day_1km=null},1244505600000,0,
2009_06_10,14.110000000000014,0.0,{LST_Day_1km=null},{LST_Day_1km=null},1244592000000,0,
2009_06_11,17.750000000000057,2.576962553084545,{LST_Day_1km=21.27000000000004},{LST_Day_1km=12.390000000000043},1244678400000,4,
2009_06_12,19.29000000000002,4.289062011812851,{LST_Day_1km=27.390000000000043},{LST_Day_1km=13.850000000000023},1244764800000,18,
2009_06_13,,,{LST_Day_1km=null},{LST_Day_1km=null},1244851200000,0,
2009_06_14,17.83000000000004,0.0,{LST_Day_1km=null},{LST_Day_1km=null},1244937600000,0,
2009_06_15,21.090000000000032,2.61649737169633,{LST_Day_1km=28.05000000000001},{LST_Day_1km=17.33000000000004},1245024000000,39,
2009_06_16,,,{LST_Day_1km=null},{LST_Day_1km=null},1245110400000,0,
2009_06_17,25.49000000000001,3.679439705065252,{LST_Day_1km=33.950000000000045},{LST_Day_1km=20.710000000000036},1245196800000,50,
2009_06_18,26.769209039548063,6.594734225590394,{LST_Day_1km=41.77000000000004},{LST_Day_1km=21.930000000000007},1245283200000,50,
2009_06_19,22.230000000000018,4.949108505579564,{LST_Day_1km=26.79000000000002},{LST_Day_1km=17.470000000000027},1245369600000,12,
2009_06_20,24.010000000000048,6.174532640026507,{LST_Day_1km=37.410000000000025},{LST_Day_1km=18.410000000000025},1245456000000,35,
2009_06_21,,,{LST_Day_1km=null},{LST_Day_1km=null},1245542400000,0,
2009_06_22,21.850000000000023,3.150460675700637,{LST_Day_1km=29.690000000000055},{LST_Day_1km=18.730000000000018},1245628800000,32,
2009_06_23,26.57000000000005,7.4268383150588155,{LST_Day_1km=41.75000000000006},{LST_Day_1km=19.230000000000018},1245715200000,50,
2009_06_24,28.806682027649796,4.732952938237576,{LST_Day_1km=38.51000000000005},{LST_Day_1km=22.610000000000014},1245801600000,48,
2009_06_25,28.730000000000018,7.873648075999565,{LST_Day_1km=45.99000000000001},{LST_Day_1km=22.210000000000036},1245888000000,50,
2009_06_26,27.190000000000026,5.423742536295064,{LST_Day_1km=41.150000000000034},{LST_Day_1km=23.07000000000005},1245974400000,43,
2009_06_27,29.463333333333367,7.887516015127192,{LST_Day_1km=47.05000000000001},{LST_Day_1km=22.83000000000004},1246060800000,50,
2009_06_28,31.79000000000002,7.396177938554864,{LST_Day_1km=48.13000000000005},{LST_Day_1km=25.850000000000023},1246147200000,50,
2009_06_29,32.23000000000002,6.186836074808427,{LST_Day_1km=44.51000000000005},{LST_Day_1km=25.83000000000004},1246233600000,49,
2009_06_30,30.150000000000034,8.19709747528451,{LST_Day_1km=48.33000000000004},{LST_Day_1km=25.130000000000052},1246320000000,50,
2009_07_01,32.339859719438905,4.8619566169455855,{LST_Day_1km=41.57000000000005},{LST_Day_1km=27.110000000000014},1246406400000,42,
2009_07_02,31.05000000000001,8.683272968040319,{LST_Day_1km=50.55000000000001},{LST_Day_1km=25.310000000000002},1246492800000,41,
2009_07_03,29.390000000000043,5.418307406050956,{LST_Day_1km=42.73000000000002},{LST_Day_1km=24.29000000000002},1246579200000,32,
2009_07_04,32.35000000000002,8.0305014527842,{LST_Day_1km=48.93000000000001},{LST_Day_1km=25.090000000000032},1246665600000,38,
2009_07_05,29.57000000000005,6.6317866143279085,{LST_Day_1km=43.89000000000004},{LST_Day_1km=23.750000000000057},1246752000000,31,
2009_07_06,33.23000000000002,6.804851028542877,{LST_Day_1km=40.85000000000002},{LST_Day_1km=23.03000000000003},1246838400000,12,
2009_07_07,33.77000000000004,6.048398462977027,{LST_Day_1km=42.59000000000003},{LST_Day_1km=24.650000000000034},1246924800000,8,
2009_07_08,24.390000000000043,5.441693731428365,{LST_Day_1km=35.670000000000016},{LST_Day_1km=22.850000000000023},1247011200000,14,
2009_07_09,17.99000000000001,6.918964084312054,{LST_Day_1km=17.99000000000001},{LST_Day_1km=17.99000000000001},1247097600000,1,
2009_07_10,29.250000000000057,4.581722519970002,{LST_Day_1km=39.690000000000055},{LST_Day_1km=23.430000000000007},1247184000000,37,
2009_07_11,37.03000000000003,6.660958356139343,{LST_Day_1km=43.950000000000045},{LST_Day_1km=18.55000000000001},1247270400000,6,
2009_07_12,26.890000000000043,5.740847525301385,{LST_Day_1km=39.01000000000005},{LST_Day_1km=21.150000000000034},1247356800000,34,
2009_07_13,27.630000000000052,7.23669780301838,{LST_Day_1km=43.43000000000001},{LST_Day_1km=21.650000000000034},1247443200000,44,
2009_07_14,31.31000000000003,8.08453314959586,{LST_Day_1km=47.370000000000005},{LST_Day_1km=22.33000000000004},1247529600000,50,
2009_07_15,33.14457142857147,6.7151586028721075,{LST_Day_1km=47.210000000000036},{LST_Day_1km=25.390000000000043},1247616000000,50,
2009_07_16,30.99000000000001,9.722846322787815,{LST_Day_1km=50.43000000000001},{LST_Day_1km=23.79000000000002},1247702400000,46,
2009_07_17,34.690000000000055,5.238689835362838,{LST_Day_1km=46.150000000000034},{LST_Day_1km=28.930000000000007},1247788800000,43,
2009_07_18,34.170000000000016,9.435979474435852,{LST_Day_1km=52.610000000000014},{LST_Day_1km=26.690000000000055},1247875200000,43,
2009_07_19,34.09982332155479,5.243150374430384,{LST_Day_1km=46.89000000000004},{LST_Day_1km=28.370000000000005},1247961600000,44,
2009_07_20,36.81,8.967032443335407,{LST_Day_1km=52.81},{LST_Day_1km=25.49000000000001},1248048000000,33,
2009_07_21,32.93000000000001,7.426998211760946,{LST_Day_1km=50.07000000000005},{LST_Day_1km=27.150000000000034},1248134400000,42,
2009_07_22,34.150000000000034,7.478768611041514,{LST_Day_1km=49.83000000000004},{LST_Day_1km=26.450000000000045},1248220800000,45,
2009_07_23,33.85371428571429,8.00536068831374,{LST_Day_1km=50.33000000000004},{LST_Day_1km=27.07000000000005},1248307200000,41,
2009_07_24,33.610000000000014,5.55959831236847,{LST_Day_1km=45.370000000000005},{LST_Day_1km=27.83000000000004},1248393600000,34,
2009_07_25,33.190000000000055,8.80651935583989,{LST_Day_1km=51.53000000000003},{LST_Day_1km=25.870000000000005},1248480000000,43,
2009_07_26,33.59000000000003,4.629754122129465,{LST_Day_1km=45.75000000000006},{LST_Day_1km=30.870000000000005},1248566400000,43,
2009_07_27,34.79000000000002,8.97746954102324,{LST_Day_1km=52.35000000000002},{LST_Day_1km=26.630000000000052},1248652800000,39,
2009_07_28,35.81,6.122666719436466,{LST_Day_1km=48.690000000000055},{LST_Day_1km=29.03000000000003},1248739200000,44,
2009_07_29,35.35000000000002,8.71967558106672,{LST_Day_1km=51.370000000000005},{LST_Day_1km=27.410000000000025},1248825600000,46,
2009_07_30,31.170000000000016,7.497636342372293,{LST_Day_1km=49.89000000000004},{LST_Day_1km=27.690000000000055},1248912000000,38,
2009_07_31,,,{LST_Day_1km=null},{LST_Day_1km=null},1248998400000,0,
2009_08_01,34.450000000000045,9.09594197605587,{LST_Day_1km=52.59000000000003},{LST_Day_1km=27.090000000000032},1249084800000,41,
2009_08_02,27.29000000000002,1.9852023561999537,{LST_Day_1km=31.110000000000014},{LST_Day_1km=25.370000000000005},1249171200000,11,
2009_08_03,27.730000000000018,8.401727115213848,{LST_Day_1km=48.210000000000036},{LST_Day_1km=24.590000000000032},1249257600000,23,
2009_08_04,28.27000000000004,4.675178243889296,{LST_Day_1km=40.57000000000005},{LST_Day_1km=24.27000000000004},1249344000000,20,
2009_08_05,27.090000000000032,7.701458861478192,{LST_Day_1km=45.51000000000005},{LST_Day_1km=24.230000000000018},1249430400000,20,
2009_08_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1249516800000,0,
2009_08_07,,,{LST_Day_1km=null},{LST_Day_1km=null},1249603200000,0,
2009_08_08,22.390000000000043,5.167513909028202,{LST_Day_1km=35.23000000000002},{LST_Day_1km=20.77000000000004},1249689600000,5,
2009_08_09,25.350000000000023,4.443936019672117,{LST_Day_1km=36.89000000000004},{LST_Day_1km=20.910000000000025},1249776000000,33,
2009_08_10,30.150000000000034,8.023199473856168,{LST_Day_1km=44.93000000000001},{LST_Day_1km=21.870000000000005},1249862400000,41,
2009_08_11,29.730000000000018,5.079911770996459,{LST_Day_1km=41.450000000000045},{LST_Day_1km=23.53000000000003},1249948800000,41,
2009_08_12,27.83000000000004,8.55104320470215,{LST_Day_1km=45.190000000000055},{LST_Day_1km=21.930000000000007},1250035200000,42,
2009_08_13,24.010000000000048,4.975612361041296,{LST_Day_1km=36.370000000000005},{LST_Day_1km=21.310000000000002},1250121600000,27,
