system:index,LST_Night_1km_median,LST_Night_1km_stdDev,maxLST,minLST,modis_time,pixel_count,.geo
2009_01_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1230768000000,0,
2009_01_02,-3.9799999999999898,1.6152211941937902,{LST_Night_1km=-1.6499999999999773},{LST_Night_1km=-6.169999999999959},1230854400000,18,
2009_01_03,-3.1399999999999864,1.321912545434748,{LST_Night_1km=-1.0299999999999727},{LST_Night_1km=-6.109999999999957},1230940800000,36,
2009_01_04,-7.099999999999966,1.0203560803034584,{LST_Night_1km=-5.769999999999982},{LST_Night_1km=-10.369999999999948},1231027200000,14,
2009_01_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1231113600000,0,
2009_01_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1231200000000,0,
2009_01_07,-1.5499999999999545,0.2988511335096445,{LST_Night_1km=-1.3099999999999454},{LST_Night_1km=-2.2899999999999636},1231286400000,25,
2009_01_08,0.910000000000025,0.4820638296239323,{LST_Night_1km=1.5100000000000477},{LST_Night_1km=-1.169999999999959},1231372800000,39,
2009_01_09,-3.569999999999993,0.6692561280421419,{LST_Night_1km=-2.3099999999999454},{LST_Night_1km=-5.189999999999998},1231459200000,33,
2009_01_10,-2.609999999999957,1.582097909427174,{LST_Night_1km=-0.75},{LST_Night_1km=-6.489999999999952},1231545600000,19,
2009_01_11,,,{LST_Night_1km=null},{LST_Night_1km=null},1231632000000,0,
2009_01_12,-0.8199999999999648,0.7350263600715287,{LST_Night_1km=-0.16999999999995907},{LST_Night_1km=-3.5299999999999727},1231718400000,40,
2009_01_13,-0.839999999999975,0.7354529216748017,{LST_Night_1km=-0.20999999999997954},{LST_Night_1km=-3.8099999999999454},1231804800000,40,
2009_01_14,-2.569999999999993,0.7112883395928896,{LST_Night_1km=-1.9699999999999704},{LST_Night_1km=-4.869999999999948},1231891200000,35,
2009_01_15,-2.75,1.0885196369381704,{LST_Night_1km=-0.92999999999995},{LST_Night_1km=-5.169999999999959},1231977600000,28,
2009_01_16,-4.7599999999999625,0.6108241750614537,{LST_Night_1km=-3.7299999999999613},{LST_Night_1km=-6.529999999999973},1232064000000,36,
2009_01_17,-3.1299999999999955,1.20272029410836,{LST_Night_1km=-1.4699999999999704},{LST_Night_1km=-5.92999999999995},1232150400000,23,
2009_01_18,-3.769999999999982,0.9301525342782283,{LST_Night_1km=-2.75},{LST_Night_1km=-5.989999999999952},1232236800000,34,
2009_01_19,-1.759999999999991,1.1069830872942759,{LST_Night_1km=-0.6699999999999591},{LST_Night_1km=-4.6299999999999955},1232323200000,30,
2009_01_20,-5.119999999999948,1.25,{LST_Night_1km=-3.8699999999999477},{LST_Night_1km=-6.369999999999948},1232409600000,2,
2009_01_21,-4.72999999999999,0.9504656168893648,{LST_Night_1km=-3.6299999999999955},{LST_Night_1km=-6.829999999999984},1232496000000,30,
2009_01_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1232582400000,0,
2009_01_23,,,{LST_Night_1km=null},{LST_Night_1km=null},1232668800000,0,
2009_01_24,0.4300000000000068,0.39170306676997996,{LST_Night_1km=0.9700000000000273},{LST_Night_1km=-0.38999999999998636},1232755200000,21,
2009_01_25,,,{LST_Night_1km=null},{LST_Night_1km=null},1232841600000,0,
2009_01_26,-6.359999999999985,1.2562775701784021,{LST_Night_1km=-3.7099999999999795},{LST_Night_1km=-9.75},1232928000000,18,
2009_01_27,-7.109999999999957,3.4054973904512824,{LST_Night_1km=-1.6299999999999955},{LST_Night_1km=-11.909999999999968},1233014400000,23,
2009_01_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1233100800000,0,
2009_01_29,-1.4599999999999795,1.1139349173089066,{LST_Night_1km=0.9500000000000455},{LST_Night_1km=-3.669999999999959},1233187200000,40,
2009_01_30,-2.3099999999999454,0.8324389677979311,{LST_Night_1km=-0.2899999999999636},{LST_Night_1km=-3.92999999999995},1233273600000,39,
2009_01_31,-0.8399999999999466,1.1198620450751964,{LST_Night_1km=1.670000000000016},{LST_Night_1km=-2.8899999999999864},1233360000000,40,
2009_02_01,-1.8599999999999852,0.8031175194204161,{LST_Night_1km=0.11000000000001364},{LST_Night_1km=-3.1299999999999955},1233446400000,40,
2009_02_02,-0.9499999999999886,1.0406789873763127,{LST_Night_1km=0.8700000000000045},{LST_Night_1km=-3.5299999999999727},1233532800000,39,
2009_02_03,-1.2999999999999545,0.5611503809140648,{LST_Night_1km=-0.5699999999999932},{LST_Night_1km=-3.069999999999993},1233619200000,40,
2009_02_04,-3.379999999999967,0.8293146627893198,{LST_Night_1km=-1.669999999999959},{LST_Night_1km=-4.829999999999984},1233705600000,22,
2009_02_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1233792000000,0,
2009_02_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1233878400000,0,
2009_02_07,0.6500000000000341,1.358279103295413,{LST_Night_1km=2.390000000000043},{LST_Night_1km=-2.6499999999999773},1233964800000,35,
2009_02_08,0.37000000000003297,1.2567528595551345,{LST_Night_1km=1.910000000000025},{LST_Night_1km=-3.069999999999993},1234051200000,40,
2009_02_09,,,{LST_Night_1km=null},{LST_Night_1km=null},1234137600000,0,
2009_02_10,-3.669999999999959,0.340018318252726,{LST_Night_1km=-3.089999999999975},{LST_Night_1km=-4.2099999999999795},1234224000000,17,
2009_02_11,,,{LST_Night_1km=null},{LST_Night_1km=null},1234310400000,0,
2009_02_12,-2.7099999999999795,0.8530314091720284,{LST_Night_1km=-1.7699999999999818},{LST_Night_1km=-4.349999999999966},1234396800000,21,
2009_02_13,,,{LST_Night_1km=null},{LST_Night_1km=null},1234483200000,0,
2009_02_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1234569600000,0,
2009_02_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1234656000000,0,
2009_02_16,,,{LST_Night_1km=null},{LST_Night_1km=null},1234742400000,0,
2009_02_17,-5.699999999999989,0.30782462539568745,{LST_Night_1km=-5.149999999999977},{LST_Night_1km=-5.909999999999968},1234828800000,10,
2009_02_18,-10.96999999999997,1.2880874922749213,{LST_Night_1km=-7.769999999999982},{LST_Night_1km=-12.309999999999945},1234915200000,14,
2009_02_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1235001600000,0,
2009_02_20,,,{LST_Night_1km=null},{LST_Night_1km=null},1235088000000,0,
2009_02_21,-0.3599999999999568,1.4888417478026357,{LST_Night_1km=2.5500000000000114},{LST_Night_1km=-2.9699999999999704},1235174400000,40,
2009_02_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1235260800000,0,
2009_02_23,-1.849999999999966,0.9568060293381212,{LST_Night_1km=-0.6899999999999977},{LST_Night_1km=-4.7099999999999795},1235347200000,36,
2009_02_24,-15.229999999999961,0.0,{LST_Night_1km=-15.229999999999961},{LST_Night_1km=-15.229999999999961},1235433600000,1,
2009_02_25,,,{LST_Night_1km=null},{LST_Night_1km=null},1235520000000,0,
2009_02_26,1.2800000000000296,0.555364519932629,{LST_Night_1km=1.8500000000000227},{LST_Night_1km=-0.8299999999999841},1235606400000,40,
2009_02_27,-3.25,2.213115290702414,{LST_Night_1km=0.7100000000000364},{LST_Night_1km=-8.409999999999968},1235692800000,13,
2009_02_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1235779200000,0,
2009_03_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1235865600000,0,
2009_03_02,3.0000000000000284,1.1413868756911507,{LST_Night_1km=4.4500000000000455},{LST_Night_1km=0.2300000000000182},1235952000000,40,
2009_03_03,-0.7599999999999909,0.5311722884337922,{LST_Night_1km=-0.2899999999999636},{LST_Night_1km=-2.2299999999999613},1236038400000,10,
2009_03_04,,,{LST_Night_1km=null},{LST_Night_1km=null},1236124800000,0,
2009_03_05,-3.669999999999959,1.9411594473406912,{LST_Night_1km=-2.009999999999991},{LST_Night_1km=-7.1299999999999955},1236211200000,4,
2009_03_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1236297600000,0,
2009_03_07,0.05000000000001137,1.121708568108751,{LST_Night_1km=1.7500000000000568},{LST_Night_1km=-3.0299999999999727},1236384000000,39,
2009_03_08,2.3300000000000125,1.1146945770030443,{LST_Night_1km=2.930000000000007},{LST_Night_1km=-1.849999999999966},1236470400000,40,
2009_03_09,,,{LST_Night_1km=null},{LST_Night_1km=null},1236556800000,0,
2009_03_10,-4.42999999999995,2.36800900899188,{LST_Night_1km=-3.669999999999959},{LST_Night_1km=-9.029999999999973},1236643200000,3,
2009_03_11,0.07000000000005002,1.1407821877992326,{LST_Night_1km=1.2500000000000568},{LST_Night_1km=-3.769999999999982},1236729600000,40,
2009_03_12,-2.4699999999999704,0.9925189024025171,{LST_Night_1km=-1.75},{LST_Night_1km=-5.309999999999945},1236816000000,34,
2009_03_13,2.7900000000000205,1.4097615933199492,{LST_Night_1km=4.710000000000036},{LST_Night_1km=-1.92999999999995},1236902400000,40,
2009_03_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1236988800000,0,
2009_03_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1237075200000,0,
2009_03_16,1.660000000000025,1.5693140752146022,{LST_Night_1km=2.5500000000000114},{LST_Night_1km=-2.8699999999999477},1237161600000,30,
2009_03_17,4.460000000000036,0.9029605473109018,{LST_Night_1km=5.430000000000007},{LST_Night_1km=1.8100000000000023},1237248000000,40,
2009_03_18,4.630000000000024,1.3502366459254542,{LST_Night_1km=5.850000000000023},{LST_Night_1km=-0.25},1237334400000,40,
2009_03_19,3.5100000000000477,1.4035304592348579,{LST_Night_1km=5.03000000000003},{LST_Night_1km=-0.2699999999999818},1237420800000,40,
2009_03_20,6.600000000000023,1.4510629724446853,{LST_Night_1km=8.270000000000039},{LST_Night_1km=1.7500000000000568},1237507200000,40,
2009_03_21,,,{LST_Night_1km=null},{LST_Night_1km=null},1237593600000,0,
2009_03_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1237680000000,0,
2009_03_23,2.4700000000000273,0.8342676788657251,{LST_Night_1km=2.5300000000000296},{LST_Night_1km=-1.1299999999999955},1237766400000,25,
2009_03_24,2.0500000000000114,2.7668915571248616,{LST_Night_1km=2.1100000000000136},{LST_Night_1km=-5.349999999999966},1237852800000,6,
2009_03_25,,,{LST_Night_1km=null},{LST_Night_1km=null},1237939200000,0,
2009_03_26,,,{LST_Night_1km=null},{LST_Night_1km=null},1238025600000,0,
2009_03_27,5.710000000000036,1.3540013847851047,{LST_Night_1km=6.8700000000000045},{LST_Night_1km=0.1300000000000523},1238112000000,40,
2009_03_28,6.440000000000026,0.8294214851328591,{LST_Night_1km=7.430000000000007},{LST_Night_1km=3.730000000000018},1238198400000,40,
2009_03_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1238284800000,0,
2009_03_30,2.910000000000025,0.9200059782414486,{LST_Night_1km=3.5100000000000477},{LST_Night_1km=-0.589999999999975},1238371200000,20,
2009_03_31,5.410000000000025,1.5535725763542556,{LST_Night_1km=6.03000000000003},{LST_Night_1km=-0.5499999999999545},1238457600000,40,
2009_04_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1238544000000,0,
2009_04_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1238630400000,0,
2009_04_03,,,{LST_Night_1km=null},{LST_Night_1km=null},1238716800000,0,
2009_04_04,2.670000000000016,0.9335120346266932,{LST_Night_1km=3.57000000000005},{LST_Night_1km=-0.30999999999994543},1238803200000,27,
2009_04_05,4.820000000000022,1.7428379155848144,{LST_Night_1km=5.470000000000027},{LST_Night_1km=-1.75},1238889600000,40,
2009_04_06,5.010000000000019,1.3621893223777672,{LST_Night_1km=5.930000000000007},{LST_Night_1km=0.6300000000000523},1238976000000,40,
2009_04_07,6.500000000000028,1.620860805251332,{LST_Night_1km=8.79000000000002},{LST_Night_1km=1.5300000000000296},1239062400000,40,
2009_04_08,,,{LST_Night_1km=null},{LST_Night_1km=null},1239148800000,0,
2009_04_09,,,{LST_Night_1km=null},{LST_Night_1km=null},1239235200000,0,
2009_04_10,-3.669999999999959,0.0,{LST_Night_1km=-3.669999999999959},{LST_Night_1km=-3.669999999999959},1239321600000,1,
2009_04_11,2.090000000000032,1.0468300058865765,{LST_Night_1km=4.090000000000032},{LST_Night_1km=1.6100000000000136},1239408000000,7,
2009_04_12,6.690000000000055,1.4698962548424976,{LST_Night_1km=7.850000000000023},{LST_Night_1km=1.5900000000000318},1239494400000,40,
2009_04_13,,,{LST_Night_1km=null},{LST_Night_1km=null},1239580800000,0,
2009_04_14,5.250000000000057,1.5156166236881932,{LST_Night_1km=5.510000000000048},{LST_Night_1km=0.9500000000000455},1239667200000,8,
2009_04_15,2.3500000000000227,1.6371754592055705,{LST_Night_1km=3.6300000000000523},{LST_Night_1km=-3.409999999999968},1239753600000,27,
2009_04_16,4.800000000000011,1.68086279927899,{LST_Night_1km=5.890000000000043},{LST_Night_1km=-0.7899999999999636},1239840000000,40,
2009_04_17,4.220000000000027,1.1439885270403745,{LST_Night_1km=6.110000000000014},{LST_Night_1km=0.37000000000000455},1239926400000,40,
2009_04_18,7.070000000000022,1.2083972856639513,{LST_Night_1km=9.07000000000005},{LST_Night_1km=3.6900000000000546},1240012800000,40,
2009_04_19,9.000000000000028,1.4445648998920138,{LST_Night_1km=11.53000000000003},{LST_Night_1km=4.470000000000027},1240099200000,40,
2009_04_20,11.740000000000038,1.1134612700943158,{LST_Night_1km=12.990000000000009},{LST_Night_1km=8.050000000000011},1240185600000,40,
2009_04_21,13.990000000000009,1.8087226846589857,{LST_Night_1km=16.350000000000023},{LST_Night_1km=8.510000000000048},1240272000000,40,
2009_04_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1240358400000,0,
2009_04_23,10.29000000000002,1.5233834783869196,{LST_Night_1km=12.750000000000057},{LST_Night_1km=6.57000000000005},1240444800000,36,
2009_04_24,,,{LST_Night_1km=null},{LST_Night_1km=null},1240531200000,0,
2009_04_25,9.79000000000002,1.6227530187924368,{LST_Night_1km=10.910000000000025},{LST_Night_1km=3.07000000000005},1240617600000,25,
2009_04_26,,,{LST_Night_1km=null},{LST_Night_1km=null},1240704000000,0,
2009_04_27,9.430000000000035,1.5306635815880711,{LST_Night_1km=10.350000000000023},{LST_Night_1km=3.170000000000016},1240790400000,20,
2009_04_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1240876800000,0,
2009_04_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1240963200000,0,
2009_04_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1241049600000,0,
2009_05_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1241136000000,0,
2009_05_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1241222400000,0,
2009_05_03,,,{LST_Night_1km=null},{LST_Night_1km=null},1241308800000,0,
2009_05_04,,,{LST_Night_1km=null},{LST_Night_1km=null},1241395200000,0,
2009_05_05,6.800000000000011,0.980270880930362,{LST_Night_1km=8.150000000000034},{LST_Night_1km=4.270000000000039},1241481600000,40,
2009_05_06,7.170000000000016,1.0346400870541324,{LST_Night_1km=7.930000000000007},{LST_Night_1km=3.670000000000016},1241568000000,27,
2009_05_07,9.53000000000003,1.2508477125533717,{LST_Night_1km=10.470000000000027},{LST_Night_1km=5.350000000000023},1241654400000,40,
2009_05_08,7.610000000000042,1.7026966846740497,{LST_Night_1km=9.430000000000007},{LST_Night_1km=3.6900000000000546},1241740800000,40,
2009_05_09,10.28000000000003,1.9427500482563338,{LST_Night_1km=12.890000000000043},{LST_Night_1km=3.730000000000018},1241827200000,40,
2009_05_10,9.310000000000002,0.8785668728104843,{LST_Night_1km=9.930000000000007},{LST_Night_1km=5.990000000000009},1241913600000,40,
2009_05_11,11.360000000000042,1.688813118731622,{LST_Night_1km=14.370000000000005},{LST_Night_1km=6.2900000000000205},1242000000000,40,
2009_05_12,,,{LST_Night_1km=null},{LST_Night_1km=null},1242086400000,0,
2009_05_13,9.000000000000028,2.1517553299573797,{LST_Night_1km=10.830000000000041},{LST_Night_1km=2.4500000000000455},1242172800000,40,
2009_05_14,9.740000000000038,1.5179957546419953,{LST_Night_1km=10.390000000000043},{LST_Night_1km=4.910000000000025},1242259200000,18,
2009_05_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1242345600000,0,
2009_05_16,12.170000000000016,1.7592980844643504,{LST_Night_1km=14.610000000000014},{LST_Night_1km=6.090000000000032},1242432000000,40,
2009_05_17,14.330000000000041,1.1610468336806896,{LST_Night_1km=14.890000000000043},{LST_Night_1km=10.650000000000034},1242518400000,40,
2009_05_18,15.750000000000028,1.1584160522023224,{LST_Night_1km=18.55000000000001},{LST_Night_1km=14.210000000000036},1242604800000,40,
2009_05_19,14.120000000000033,0.8328841456048973,{LST_Night_1km=14.970000000000027},{LST_Night_1km=11.770000000000039},1242691200000,10,
2009_05_20,13.810000000000002,1.9646414015628253,{LST_Night_1km=15.830000000000041},{LST_Night_1km=9.590000000000032},1242777600000,35,
2009_05_21,14.450000000000045,1.6009219894501594,{LST_Night_1km=15.930000000000007},{LST_Night_1km=8.450000000000045},1242864000000,39,
2009_05_22,15.840000000000003,1.0286387849968948,{LST_Night_1km=16.79000000000002},{LST_Night_1km=12.390000000000043},1242950400000,40,
2009_05_23,14.580000000000041,1.9266706386925438,{LST_Night_1km=17.79000000000002},{LST_Night_1km=10.330000000000041},1243036800000,40,
2009_05_24,14.410000000000025,1.6129571271046093,{LST_Night_1km=15.350000000000023},{LST_Night_1km=9.830000000000041},1243123200000,35,
2009_05_25,16.57000000000005,1.7201790604468852,{LST_Night_1km=18.33000000000004},{LST_Night_1km=11.110000000000014},1243209600000,40,
2009_05_26,14.340000000000032,1.3870814684076829,{LST_Night_1km=15.53000000000003},{LST_Night_1km=9.670000000000016},1243296000000,40,
2009_05_27,16.370000000000005,1.3547722133258868,{LST_Night_1km=17.470000000000027},{LST_Night_1km=11.510000000000048},1243382400000,40,
2009_05_28,16.680000000000035,1.2826339111375007,{LST_Night_1km=18.190000000000055},{LST_Night_1km=12.910000000000025},1243468800000,40,
2009_05_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1243555200000,0,
2009_05_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1243641600000,0,
2009_05_31,,,{LST_Night_1km=null},{LST_Night_1km=null},1243728000000,0,
2009_06_01,15.230000000000018,0.8520365146061927,{LST_Night_1km=16.53000000000003},{LST_Night_1km=13.250000000000057},1243814400000,15,
2009_06_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1243900800000,0,
2009_06_03,15.650000000000034,1.5575364095306221,{LST_Night_1km=17.450000000000045},{LST_Night_1km=11.190000000000055},1243987200000,31,
2009_06_04,,,{LST_Night_1km=null},{LST_Night_1km=null},1244073600000,0,
2009_06_05,11.330000000000041,1.2179066346172498,{LST_Night_1km=13.850000000000023},{LST_Night_1km=8.550000000000011},1244160000000,27,
2009_06_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1244246400000,0,
2009_06_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1244332800000,0,
2009_06_08,15.000000000000028,1.7380319329632672,{LST_Night_1km=15.690000000000055},{LST_Night_1km=8.190000000000055},1244419200000,40,
2009_06_09,10.730000000000047,2.1148226876029184,{LST_Night_1km=11.07000000000005},{LST_Night_1km=5.970000000000027},1244505600000,4,
2009_06_10,,,{LST_Night_1km=null},{LST_Night_1km=null},1244592000000,0,
2009_06_11,-0.44999999999998863,0.0,{LST_Night_1km=-0.44999999999998863},{LST_Night_1km=-0.44999999999998863},1244678400000,1,
2009_06_12,13.450000000000045,1.506690579482442,{LST_Night_1km=14.590000000000032},{LST_Night_1km=8.490000000000009},1244764800000,39,
2009_06_13,12.970000000000027,1.6223947027245234,{LST_Night_1km=13.850000000000023},{LST_Night_1km=7.930000000000007},1244851200000,35,
2009_06_14,4.990000000000009,0.0,{LST_Night_1km=4.990000000000009},{LST_Night_1km=4.990000000000009},1244937600000,1,
2009_06_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1245024000000,0,
2009_06_16,14.910000000000025,1.053778795573361,{LST_Night_1km=16.390000000000043},{LST_Night_1km=12.07000000000005},1245110400000,40,
2009_06_17,,,{LST_Night_1km=null},{LST_Night_1km=null},1245196800000,0,
2009_06_18,13.960000000000036,0.7766537194915217,{LST_Night_1km=15.270000000000039},{LST_Night_1km=11.330000000000041},1245283200000,40,
2009_06_19,17.670000000000044,1.2938623381178649,{LST_Night_1km=18.77000000000004},{LST_Night_1km=13.57000000000005},1245369600000,40,
2009_06_20,14.600000000000023,1.5611723159216018,{LST_Night_1km=15.850000000000023},{LST_Night_1km=9.610000000000014},1245456000000,40,
2009_06_21,,,{LST_Night_1km=null},{LST_Night_1km=null},1245542400000,0,
2009_06_22,13.53000000000003,1.2987294656132506,{LST_Night_1km=14.370000000000005},{LST_Night_1km=9.470000000000027},1245628800000,26,
2009_06_23,14.370000000000033,1.3159520318005773,{LST_Night_1km=15.810000000000002},{LST_Night_1km=10.610000000000014},1245715200000,40,
2009_06_24,17.420000000000044,1.526423843498248,{LST_Night_1km=19.150000000000034},{LST_Night_1km=12.510000000000048},1245801600000,40,
2009_06_25,16.660000000000025,0.6134981662565535,{LST_Night_1km=17.190000000000055},{LST_Night_1km=14.29000000000002},1245888000000,40,
2009_06_26,17.640000000000015,1.4373857345890377,{LST_Night_1km=20.250000000000057},{LST_Night_1km=13.79000000000002},1245974400000,40,
2009_06_27,16.180000000000035,0.9327592133020649,{LST_Night_1km=17.630000000000052},{LST_Night_1km=13.150000000000034},1246060800000,40,
2009_06_28,19.80000000000004,1.3841205691701777,{LST_Night_1km=21.77000000000004},{LST_Night_1km=15.750000000000057},1246147200000,40,
2009_06_29,19.450000000000017,1.277831659492024,{LST_Night_1km=21.410000000000025},{LST_Night_1km=15.390000000000043},1246233600000,40,
2009_06_30,19.910000000000025,1.3028338343779804,{LST_Night_1km=22.010000000000048},{LST_Night_1km=16.750000000000057},1246320000000,40,
2009_07_01,20.510000000000048,1.1296123228789028,{LST_Night_1km=21.950000000000045},{LST_Night_1km=17.250000000000057},1246406400000,40,
2009_07_02,17.79000000000005,1.1906615808029115,{LST_Night_1km=18.83000000000004},{LST_Night_1km=14.690000000000055},1246492800000,32,
2009_07_03,19.440000000000026,1.891161622905524,{LST_Night_1km=21.27000000000004},{LST_Night_1km=12.930000000000007},1246579200000,36,
2009_07_04,16.79000000000002,1.087762127618428,{LST_Night_1km=17.77000000000004},{LST_Night_1km=13.670000000000016},1246665600000,11,
2009_07_05,20.700000000000017,1.3226182366804302,{LST_Night_1km=22.230000000000018},{LST_Night_1km=16.650000000000034},1246752000000,40,
2009_07_06,17.970000000000027,1.040569075073889,{LST_Night_1km=19.930000000000007},{LST_Night_1km=14.910000000000025},1246838400000,40,
2009_07_07,17.75000000000003,1.434959145759882,{LST_Night_1km=19.510000000000048},{LST_Night_1km=13.550000000000011},1246924800000,40,
2009_07_08,14.970000000000027,1.5128964126983475,{LST_Night_1km=16.210000000000036},{LST_Night_1km=11.650000000000034},1247011200000,6,
2009_07_09,13.330000000000041,0.0,{LST_Night_1km=13.330000000000041},{LST_Night_1km=13.330000000000041},1247097600000,1,
2009_07_10,,,{LST_Night_1km=null},{LST_Night_1km=null},1247184000000,0,
2009_07_11,,,{LST_Night_1km=null},{LST_Night_1km=null},1247270400000,0,
2009_07_12,,,{LST_Night_1km=null},{LST_Night_1km=null},1247356800000,0,
2009_07_13,14.610000000000014,0.7738510450985002,{LST_Night_1km=15.250000000000057},{LST_Night_1km=11.990000000000009},1247443200000,25,
2009_07_14,17.690000000000026,0.9771610665595886,{LST_Night_1km=19.03000000000003},{LST_Night_1km=13.850000000000023},1247529600000,40,
2009_07_15,17.920000000000016,1.2654523894639613,{LST_Night_1km=19.630000000000052},{LST_Night_1km=13.670000000000016},1247616000000,40,
2009_07_16,20.03000000000003,0.9145478390986276,{LST_Night_1km=22.170000000000016},{LST_Night_1km=18.390000000000043},1247702400000,40,
2009_07_17,20.30000000000004,1.3386257878884456,{LST_Night_1km=22.110000000000014},{LST_Night_1km=16.310000000000002},1247788800000,40,
2009_07_18,21.80000000000004,1.1051369824595174,{LST_Night_1km=22.930000000000007},{LST_Night_1km=17.850000000000023},1247875200000,40,
2009_07_19,21.240000000000038,1.147860509818155,{LST_Night_1km=22.710000000000036},{LST_Night_1km=17.99000000000001},1247961600000,40,
2009_07_20,18.680000000000035,0.8761712161442593,{LST_Night_1km=19.690000000000055},{LST_Night_1km=15.57000000000005},1248048000000,40,
2009_07_21,21.640000000000015,1.226389416131662,{LST_Night_1km=22.810000000000002},{LST_Night_1km=17.890000000000043},1248134400000,40,
2009_07_22,20.590000000000032,0.5663735516422503,{LST_Night_1km=21.410000000000025},{LST_Night_1km=18.510000000000048},1248220800000,40,
2009_07_23,17.53000000000003,0.9122269589808109,{LST_Night_1km=17.930000000000007},{LST_Night_1km=15.210000000000036},1248307200000,9,
2009_07_24,21.420000000000044,1.0881410754125167,{LST_Night_1km=22.49000000000001},{LST_Night_1km=18.410000000000025},1248393600000,40,
2009_07_25,21.51000000000002,0.7212612217498733,{LST_Night_1km=22.29000000000002},{LST_Night_1km=18.870000000000005},1248480000000,40,
2009_07_26,21.75000000000003,0.9536706716683359,{LST_Night_1km=23.230000000000018},{LST_Night_1km=18.350000000000023},1248566400000,40,
2009_07_27,21.390000000000015,0.7545435706439437,{LST_Night_1km=22.230000000000018},{LST_Night_1km=19.05000000000001},1248652800000,40,
2009_07_28,22.400000000000034,1.3581292280190729,{LST_Night_1km=23.970000000000027},{LST_Night_1km=17.930000000000007},1248739200000,40,
2009_07_29,20.50000000000003,1.2079808566364587,{LST_Night_1km=22.33000000000004},{LST_Night_1km=17.650000000000034},1248825600000,40,
2009_07_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1248912000000,0,
2009_07_31,20.920000000000016,1.0567278193605647,{LST_Night_1km=22.310000000000002},{LST_Night_1km=18.57000000000005},1248998400000,38,
2009_08_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1249084800000,0,
2009_08_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1249171200000,0,
2009_08_03,18.610000000000014,1.0304327599381287,{LST_Night_1km=20.410000000000025},{LST_Night_1km=16.57000000000005},1249257600000,37,
2009_08_04,20.010000000000048,1.3685952621038064,{LST_Night_1km=21.470000000000027},{LST_Night_1km=16.090000000000032},1249344000000,39,
2009_08_05,16.850000000000023,0.7210675845844298,{LST_Night_1km=17.77000000000004},{LST_Night_1km=15.610000000000014},1249430400000,13,
2009_08_06,17.650000000000034,1.841974041910939,{LST_Night_1km=19.970000000000027},{LST_Night_1km=13.510000000000048},1249516800000,37,
2009_08_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1249603200000,0,
2009_08_08,12.670000000000016,0.0,{LST_Night_1km=12.670000000000016},{LST_Night_1km=12.670000000000016},1249689600000,1,
2009_08_09,15.440000000000026,1.2236784254406208,{LST_Night_1km=16.150000000000034},{LST_Night_1km=11.770000000000039},1249776000000,18,
2009_08_10,16.29000000000002,1.2037453118283814,{LST_Night_1km=17.690000000000055},{LST_Night_1km=12.550000000000011},1249862400000,37,
2009_08_11,18.240000000000038,1.2115113495134553,{LST_Night_1km=19.99000000000001},{LST_Night_1km=14.950000000000045},1249948800000,40,
2009_08_12,16.76000000000002,0.7446871826478364,{LST_Night_1km=18.150000000000034},{LST_Night_1km=14.79000000000002},1250035200000,40,
2009_08_13,18.100000000000023,1.3441740958670705,{LST_Night_1km=19.450000000000045},{LST_Night_1km=14.090000000000032},1250121600000,40,
2009_08_14,14.55000000000004,1.0226978720521922,{LST_Night_1km=16.010000000000048},{LST_Night_1km=10.710000000000036},1250208000000,32,
