system:index,LST_Night_1km_median,LST_Night_1km_stdDev,maxLST,minLST,modis_time,pixel_count,.geo
2010_08_19,17.740000000000038,1.2113480094506464,{LST_Night_1km=19.83000000000004},{LST_Night_1km=14.150000000000034},1282176000000,40,
2010_08_20,18.420000000000044,1.0794160458322104,{LST_Night_1km=20.110000000000014},{LST_Night_1km=15.630000000000052},1282262400000,40,
2010_08_21,17.470000000000027,1.7260294754146288,{LST_Night_1km=19.310000000000002},{LST_Night_1km=13.050000000000011},1282348800000,40,
2010_08_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1282435200000,0,
2010_08_23,15.53000000000003,1.2419200408058186,{LST_Night_1km=17.07000000000005},{LST_Night_1km=11.79000000000002},1282521600000,35,
2010_08_24,14.690000000000055,1.0659921336599585,{LST_Night_1km=16.350000000000023},{LST_Night_1km=11.770000000000039},1282608000000,21,
2010_08_25,19.150000000000034,1.6860115657966477,{LST_Night_1km=21.49000000000001},{LST_Night_1km=13.630000000000052},1282694400000,40,
2010_08_26,18.220000000000027,0.9315873550023049,{LST_Night_1km=19.150000000000034},{LST_Night_1km=15.350000000000023},1282780800000,40,
2010_08_27,16.840000000000032,1.170143153635594,{LST_Night_1km=18.55000000000001},{LST_Night_1km=14.550000000000011},1282867200000,40,
2010_08_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1282953600000,0,
2010_08_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1283040000000,0,
2010_08_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1283126400000,0,
2010_08_31,11.210000000000036,0.0,{LST_Night_1km=11.210000000000036},{LST_Night_1km=11.210000000000036},1283212800000,1,
2010_09_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1283299200000,0,
2010_09_02,14.630000000000052,0.9347995092259298,{LST_Night_1km=15.830000000000041},{LST_Night_1km=11.950000000000045},1283385600000,35,
2010_09_03,17.680000000000035,1.4000141963567194,{LST_Night_1km=20.83000000000004},{LST_Night_1km=14.650000000000034},1283472000000,40,
2010_09_04,16.400000000000034,0.8781685487421609,{LST_Night_1km=17.630000000000052},{LST_Night_1km=13.29000000000002},1283558400000,40,
2010_09_05,15.750000000000057,1.348054238564455,{LST_Night_1km=17.53000000000003},{LST_Night_1km=12.770000000000039},1283644800000,39,
2010_09_06,15.900000000000034,1.572253517232188,{LST_Night_1km=16.79000000000002},{LST_Night_1km=10.810000000000002},1283731200000,28,
2010_09_07,14.06000000000003,1.1166719361646826,{LST_Night_1km=15.310000000000002},{LST_Night_1km=11.150000000000034},1283817600000,26,
2010_09_08,,,{LST_Night_1km=null},{LST_Night_1km=null},1283904000000,0,
2010_09_09,7.270000000000039,0.0,{LST_Night_1km=7.270000000000039},{LST_Night_1km=7.270000000000039},1283990400000,1,
2010_09_10,13.230000000000018,0.4242640687119548,{LST_Night_1km=13.610000000000014},{LST_Night_1km=11.970000000000027},1284076800000,11,
2010_09_11,12.310000000000002,0.9336586954325159,{LST_Night_1km=13.370000000000005},{LST_Night_1km=10.190000000000055},1284163200000,19,
2010_09_12,14.350000000000023,1.7119695528834804,{LST_Night_1km=16.210000000000036},{LST_Night_1km=8.870000000000005},1284249600000,40,
2010_09_13,13.500000000000028,1.6035036638561289,{LST_Night_1km=14.890000000000043},{LST_Night_1km=7.03000000000003},1284336000000,40,
2010_09_14,13.550000000000011,1.3350970002213234,{LST_Night_1km=14.630000000000052},{LST_Night_1km=10.050000000000011},1284422400000,40,
2010_09_15,14.690000000000026,1.7762904464079257,{LST_Night_1km=16.590000000000032},{LST_Night_1km=7.770000000000039},1284508800000,40,
2010_09_16,9.81000000000003,0.8453401682163248,{LST_Night_1km=9.950000000000045},{LST_Night_1km=7.910000000000025},1284595200000,4,
2010_09_17,15.460000000000008,1.1463834437046,{LST_Night_1km=16.950000000000045},{LST_Night_1km=11.310000000000002},1284681600000,40,
2010_09_18,11.750000000000057,1.2124694977592019,{LST_Night_1km=13.430000000000007},{LST_Night_1km=7.730000000000018},1284768000000,29,
2010_09_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1284854400000,0,
2010_09_20,11.430000000000035,1.6396931877641086,{LST_Night_1km=13.130000000000052},{LST_Night_1km=5.490000000000009},1284940800000,32,
2010_09_21,11.470000000000027,1.6767684395100695,{LST_Night_1km=13.79000000000002},{LST_Night_1km=5.430000000000007},1285027200000,39,
2010_09_22,12.050000000000011,1.8034352697317353,{LST_Night_1km=13.670000000000016},{LST_Night_1km=6.910000000000025},1285113600000,31,
2010_09_23,10.79000000000002,1.2349971247022782,{LST_Night_1km=12.870000000000005},{LST_Night_1km=8.53000000000003},1285200000000,31,
2010_09_24,10.930000000000007,1.2005410829983074,{LST_Night_1km=12.270000000000039},{LST_Night_1km=7.270000000000039},1285286400000,38,
2010_09_25,11.000000000000028,1.7684342651057063,{LST_Night_1km=12.610000000000014},{LST_Night_1km=5.57000000000005},1285372800000,40,
2010_09_26,13.720000000000027,1.8859615584629699,{LST_Night_1km=15.150000000000034},{LST_Night_1km=6.930000000000007},1285459200000,40,
2010_09_27,12.04000000000002,1.7404169040778652,{LST_Night_1km=14.610000000000014},{LST_Night_1km=7.510000000000048},1285545600000,40,
2010_09_28,15.250000000000028,1.5214713273670721,{LST_Night_1km=17.33000000000004},{LST_Night_1km=9.930000000000007},1285632000000,40,
2010_09_29,14.700000000000017,1.6001637416215013,{LST_Night_1km=16.79000000000002},{LST_Night_1km=9.750000000000057},1285718400000,40,
2010_09_30,14.690000000000055,1.555955012203077,{LST_Night_1km=16.710000000000036},{LST_Night_1km=9.990000000000009},1285804800000,40,
2010_10_01,15.53000000000003,1.4327734468504918,{LST_Night_1km=17.310000000000002},{LST_Night_1km=10.010000000000048},1285891200000,40,
2010_10_02,14.610000000000014,1.485522130430941,{LST_Night_1km=16.630000000000052},{LST_Night_1km=10.670000000000016},1285977600000,40,
2010_10_03,15.500000000000028,1.669490940376721,{LST_Night_1km=17.57000000000005},{LST_Night_1km=10.190000000000055},1286064000000,38,
2010_10_04,12.170000000000044,1.4391548445760345,{LST_Night_1km=12.830000000000041},{LST_Night_1km=8.590000000000032},1286150400000,6,
2010_10_05,12.350000000000023,0.7718736223559373,{LST_Night_1km=12.890000000000043},{LST_Night_1km=10.550000000000011},1286236800000,6,
2010_10_06,10.270000000000039,0.0,{LST_Night_1km=10.270000000000039},{LST_Night_1km=10.270000000000039},1286323200000,1,
2010_10_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1286409600000,0,
2010_10_08,6.130000000000052,0.0,{LST_Night_1km=6.130000000000052},{LST_Night_1km=6.130000000000052},1286496000000,1,
2010_10_09,,,{LST_Night_1km=null},{LST_Night_1km=null},1286582400000,0,
2010_10_10,11.410000000000025,0.9951370508628286,{LST_Night_1km=12.350000000000023},{LST_Night_1km=7.930000000000007},1286668800000,40,
2010_10_11,10.01000000000002,0.915750511875356,{LST_Night_1km=10.950000000000045},{LST_Night_1km=7.490000000000009},1286755200000,40,
2010_10_12,9.410000000000025,1.915959209210365,{LST_Night_1km=11.870000000000005},{LST_Night_1km=4.810000000000002},1286841600000,36,
2010_10_13,8.520000000000039,1.8378512513863052,{LST_Night_1km=11.370000000000005},{LST_Night_1km=4.910000000000025},1286928000000,36,
2010_10_14,10.330000000000041,2.007262812887246,{LST_Night_1km=12.150000000000034},{LST_Night_1km=4.150000000000034},1287014400000,40,
2010_10_15,9.470000000000027,1.0518445024482939,{LST_Night_1km=11.330000000000041},{LST_Night_1km=6.590000000000032},1287100800000,39,
2010_10_16,,,{LST_Night_1km=null},{LST_Night_1km=null},1287187200000,0,
2010_10_17,,,{LST_Night_1km=null},{LST_Night_1km=null},1287273600000,0,
2010_10_18,3.0300000000000296,0.0,{LST_Night_1km=3.0300000000000296},{LST_Night_1km=3.0300000000000296},1287360000000,1,
2010_10_19,8.960000000000036,2.282792971340154,{LST_Night_1km=11.490000000000009},{LST_Night_1km=2.8500000000000227},1287446400000,40,
2010_10_20,8.29000000000002,1.5014688859337022,{LST_Night_1km=9.53000000000003},{LST_Night_1km=4.610000000000014},1287532800000,33,
2010_10_21,10.480000000000047,1.994701732089279,{LST_Night_1km=12.29000000000002},{LST_Night_1km=3.910000000000025},1287619200000,40,
2010_10_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1287705600000,0,
2010_10_23,-1.6099999999999568,0.0,{LST_Night_1km=-1.6099999999999568},{LST_Night_1km=-1.6099999999999568},1287792000000,1,
2010_10_24,,,{LST_Night_1km=null},{LST_Night_1km=null},1287878400000,0,
2010_10_25,-3.4699999999999704,0.0,{LST_Night_1km=-3.4699999999999704},{LST_Night_1km=-3.4699999999999704},1287964800000,1,
2010_10_26,1.7500000000000284,1.880000000000024,{LST_Night_1km=3.6300000000000523},{LST_Night_1km=-0.12999999999999545},1288051200000,2,
2010_10_27,1.2100000000000364,0.0,{LST_Night_1km=1.2100000000000364},{LST_Night_1km=1.2100000000000364},1288137600000,1,
2010_10_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1288224000000,0,
2010_10_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1288310400000,0,
2010_10_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1288396800000,0,
2010_10_31,,,{LST_Night_1km=null},{LST_Night_1km=null},1288483200000,0,
2010_11_01,0.7100000000000364,0.17599999999999918,{LST_Night_1km=1.150000000000034},{LST_Night_1km=0.7100000000000364},1288569600000,5,
2010_11_02,6.07000000000005,1.324431953706949,{LST_Night_1km=7.650000000000034},{LST_Night_1km=1.5100000000000477},1288656000000,40,
2010_11_03,6.520000000000039,0.6669482738563796,{LST_Night_1km=7.410000000000025},{LST_Night_1km=4.650000000000034},1288742400000,40,
2010_11_04,7.520000000000039,1.5028651802473825,{LST_Night_1km=9.330000000000041},{LST_Night_1km=2.490000000000009},1288828800000,40,
2010_11_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1288915200000,0,
2010_11_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1289001600000,0,
2010_11_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1289088000000,0,
2010_11_08,1.8800000000000239,0.706981062138314,{LST_Night_1km=2.8100000000000023},{LST_Night_1km=0.7900000000000205},1289174400000,6,
2010_11_09,4.250000000000057,0.7189496375372026,{LST_Night_1km=4.710000000000036},{LST_Night_1km=2.2100000000000364},1289260800000,17,
2010_11_10,,,{LST_Night_1km=null},{LST_Night_1km=null},1289347200000,0,
2010_11_11,2.0400000000000205,1.6153731938953209,{LST_Night_1km=3.5100000000000477},{LST_Night_1km=-2.9699999999999704},1289433600000,24,
2010_11_12,-0.38999999999995794,0.7251991105896454,{LST_Night_1km=0.410000000000025},{LST_Night_1km=-1.7699999999999818},1289520000000,40,
2010_11_13,1.0800000000000125,1.6645863600306232,{LST_Night_1km=3.1900000000000546},{LST_Night_1km=-3.8699999999999477},1289606400000,40,
2010_11_14,1.2600000000000477,0.3974591173944817,{LST_Night_1km=2.2700000000000387},{LST_Night_1km=0.410000000000025},1289692800000,40,
2010_11_15,4.680000000000035,0.3752852248623815,{LST_Night_1km=5.410000000000025},{LST_Night_1km=3.7900000000000205},1289779200000,40,
2010_11_16,0.1500000000000341,0.7775030546563809,{LST_Night_1km=1.9500000000000455},{LST_Night_1km=-0.8699999999999477},1289865600000,40,
2010_11_17,0.44000000000002615,1.369878957928399,{LST_Night_1km=2.670000000000016},{LST_Night_1km=-1.589999999999975},1289952000000,32,
2010_11_18,,,{LST_Night_1km=null},{LST_Night_1km=null},1290038400000,0,
2010_11_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1290124800000,0,
2010_11_20,,,{LST_Night_1km=null},{LST_Night_1km=null},1290211200000,0,
2010_11_21,,,{LST_Night_1km=null},{LST_Night_1km=null},1290297600000,0,
2010_11_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1290384000000,0,
2010_11_23,,,{LST_Night_1km=null},{LST_Night_1km=null},1290470400000,0,
2010_11_24,-8.569999999999993,2.1200000000000063,{LST_Night_1km=-6.449999999999989},{LST_Night_1km=-10.689999999999998},1290556800000,2,
2010_11_25,-5.269999999999982,0.7442725755169705,{LST_Night_1km=-4.789999999999964},{LST_Night_1km=-7.589999999999975},1290643200000,24,
2010_11_26,-13.389999999999986,0.0,{LST_Night_1km=-13.389999999999986},{LST_Night_1km=-13.389999999999986},1290729600000,1,
2010_11_27,,,{LST_Night_1km=null},{LST_Night_1km=null},1290816000000,0,
2010_11_28,-9.75,1.0263308479490305,{LST_Night_1km=-8.629999999999995},{LST_Night_1km=-12.309999999999945},1290902400000,23,
2010_11_29,-10.509999999999991,0.7404489518417652,{LST_Night_1km=-9.049999999999955},{LST_Night_1km=-11.629999999999995},1290988800000,23,
2010_11_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1291075200000,0,
2010_12_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1291161600000,0,
2010_12_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1291248000000,0,
2010_12_03,,,{LST_Night_1km=null},{LST_Night_1km=null},1291334400000,0,
2010_12_04,,,{LST_Night_1km=null},{LST_Night_1km=null},1291420800000,0,
2010_12_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1291507200000,0,
2010_12_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1291593600000,0,
2010_12_07,-2.059999999999974,0.6203797224281251,{LST_Night_1km=-0.8299999999999841},{LST_Night_1km=-2.669999999999959},1291680000000,40,
2010_12_08,,,{LST_Night_1km=null},{LST_Night_1km=null},1291766400000,0,
2010_12_09,-3.2399999999999807,1.760851782518905,{LST_Night_1km=-0.20999999999997954},{LST_Night_1km=-7.229999999999961},1291852800000,40,
2010_12_10,,,{LST_Night_1km=null},{LST_Night_1km=null},1291939200000,0,
2010_12_11,,,{LST_Night_1km=null},{LST_Night_1km=null},1292025600000,0,
2010_12_12,,,{LST_Night_1km=null},{LST_Night_1km=null},1292112000000,0,
2010_12_13,,,{LST_Night_1km=null},{LST_Night_1km=null},1292198400000,0,
2010_12_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1292284800000,0,
2010_12_15,1.620000000000033,1.4273191654286737,{LST_Night_1km=3.0500000000000114},{LST_Night_1km=-2.7899999999999636},1292371200000,40,
2010_12_16,-0.75,1.2893214300553615,{LST_Night_1km=1.170000000000016},{LST_Night_1km=-4.46999999999997},1292457600000,40,
2010_12_17,-1.42999999999995,1.7136865800570538,{LST_Night_1km=1.410000000000025},{LST_Night_1km=-5.189999999999998},1292544000000,37,
2010_12_18,,,{LST_Night_1km=null},{LST_Night_1km=null},1292630400000,0,
2010_12_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1292716800000,0,
2010_12_20,-9.109999999999957,0.0,{LST_Night_1km=-9.109999999999957},{LST_Night_1km=-9.109999999999957},1292803200000,1,
2010_12_21,-5.799999999999983,0.15000000000000285,{LST_Night_1km=-5.649999999999977},{LST_Night_1km=-5.949999999999989},1292889600000,2,
2010_12_22,-2.7199999999999704,1.293959869106129,{LST_Night_1km=-0.48999999999995225},{LST_Night_1km=-5.75},1292976000000,28,
2010_12_23,-0.9399999999999693,0.5401153667273314,{LST_Night_1km=-0.3299999999999841},{LST_Night_1km=-3.0499999999999545},1293062400000,32,
2010_12_24,,,{LST_Night_1km=null},{LST_Night_1km=null},1293148800000,0,
2010_12_25,-0.7699999999999818,0.41849253278882564,{LST_Night_1km=-0.1099999999999568},{LST_Night_1km=-1.329999999999984},1293235200000,5,
2010_12_26,,,{LST_Night_1km=null},{LST_Night_1km=null},1293321600000,0,
2010_12_27,-12.509999999999991,0.0,{LST_Night_1km=-12.509999999999991},{LST_Night_1km=-12.509999999999991},1293408000000,1,
2010_12_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1293494400000,0,
2010_12_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1293580800000,0,
2010_12_30,-10.369999999999948,0.0,{LST_Night_1km=-10.369999999999948},{LST_Night_1km=-10.369999999999948},1293667200000,1,
2010_12_31,-5.309999999999974,2.0382097536809063,{LST_Night_1km=-3.269999999999982},{LST_Night_1km=-12.309999999999945},1293753600000,20,
2011_01_01,,,{LST_Night_1km=null},{LST_Night_1km=null},1293840000000,0,
2011_01_02,-9.829999999999956,1.3383613529653156,{LST_Night_1km=-8.029999999999973},{LST_Night_1km=-14.20999999999998},1293926400000,36,
2011_01_03,-10.409999999999968,1.5622679001168605,{LST_Night_1km=-8.809999999999945},{LST_Night_1km=-15.989999999999952},1294012800000,33,
2011_01_04,-12.109999999999985,0.9927013649633231,{LST_Night_1km=-11.129999999999995},{LST_Night_1km=-14.769999999999982},1294099200000,20,
2011_01_05,-15.569999999999993,0.0,{LST_Night_1km=-15.569999999999993},{LST_Night_1km=-15.569999999999993},1294185600000,1,
2011_01_06,-9.23999999999998,1.0897492659340924,{LST_Night_1km=-7.909999999999968},{LST_Night_1km=-13.729999999999961},1294272000000,38,
2011_01_07,-6.789999999999964,1.2046704943676536,{LST_Night_1km=-5.289999999999964},{LST_Night_1km=-11.369999999999948},1294358400000,40,
2011_01_08,,,{LST_Night_1km=null},{LST_Night_1km=null},1294444800000,0,
2011_01_09,-9.909999999999968,1.7067993438011277,{LST_Night_1km=-7.909999999999968},{LST_Night_1km=-17.66999999999996},1294531200000,40,
2011_01_10,-12.42999999999995,1.105732336508259,{LST_Night_1km=-10.909999999999968},{LST_Night_1km=-14.509999999999991},1294617600000,10,
2011_01_11,-20.309999999999974,0.0,{LST_Night_1km=-20.309999999999974},{LST_Night_1km=-20.309999999999974},1294704000000,1,
2011_01_12,-20.909999999999968,0.0,{LST_Night_1km=-20.909999999999968},{LST_Night_1km=-20.909999999999968},1294790400000,1,
2011_01_13,,,{LST_Night_1km=null},{LST_Night_1km=null},1294876800000,0,
2011_01_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1294963200000,0,
2011_01_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1295049600000,0,
2011_01_16,,,{LST_Night_1km=null},{LST_Night_1km=null},1295136000000,0,
2011_01_17,-3.629999999999967,1.2581017226752096,{LST_Night_1km=-1.3699999999999477},{LST_Night_1km=-5.729999999999961},1295222400000,38,
2011_01_18,-3.1499999999999773,0.3203643758805559,{LST_Night_1km=-2.3699999999999477},{LST_Night_1km=-3.349999999999966},1295308800000,6,
2011_01_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1295395200000,0,
2011_01_20,-3.1499999999999773,1.073273942205484,{LST_Night_1km=-1.6499999999999773},{LST_Night_1km=-5.5499999999999545},1295481600000,17,
2011_01_21,-10.46999999999997,0.5586491644036395,{LST_Night_1km=-9.449999999999989},{LST_Night_1km=-10.75},1295568000000,3,
2011_01_22,-1.4599999999999795,0.26448251359967406,{LST_Night_1km=-1.0499999999999545},{LST_Night_1km=-2.009999999999991},1295654400000,40,
2011_01_23,-2.5499999999999545,0.8241666198554523,{LST_Night_1km=-1.3099999999999454},{LST_Night_1km=-3.7299999999999613},1295740800000,18,
2011_01_24,,,{LST_Night_1km=null},{LST_Night_1km=null},1295827200000,0,
2011_01_25,-0.3699999999999477,0.5295384210403502,{LST_Night_1km=0.21000000000003638},{LST_Night_1km=-2.409999999999968},1295913600000,29,
2011_01_26,,,{LST_Night_1km=null},{LST_Night_1km=null},1296000000000,0,
2011_01_27,,,{LST_Night_1km=null},{LST_Night_1km=null},1296086400000,0,
2011_01_28,0.1500000000000341,1.1378317888414864,{LST_Night_1km=2.3100000000000023},{LST_Night_1km=-2.6499999999999773},1296172800000,27,
2011_01_29,-1.6599999999999966,1.0115407463075559,{LST_Night_1km=0.4700000000000273},{LST_Night_1km=-2.7099999999999795},1296259200000,38,
2011_01_30,,,{LST_Night_1km=null},{LST_Night_1km=null},1296345600000,0,
2011_01_31,0.2200000000000557,0.8309751801347617,{LST_Night_1km=1.2500000000000568},{LST_Night_1km=-3.4899999999999523},1296432000000,40,
2011_02_01,2.110000000000042,1.1133228417669307,{LST_Night_1km=3.4700000000000273},{LST_Night_1km=-1.849999999999966},1296518400000,40,
2011_02_02,-1.0699999999999932,1.1635606921407704,{LST_Night_1km=0.6900000000000546},{LST_Night_1km=-4.329999999999984},1296604800000,37,
2011_02_03,-0.18999999999999773,1.3911713589633738,{LST_Night_1km=1.0300000000000296},{LST_Night_1km=-4.409999999999968},1296691200000,40,
2011_02_04,-8.169999999999959,0.0,{LST_Night_1km=-8.169999999999959},{LST_Night_1km=-8.169999999999959},1296777600000,1,
2011_02_05,-0.06999999999996476,0.6090574685528475,{LST_Night_1km=0.6900000000000546},{LST_Night_1km=-1.6299999999999955},1296864000000,40,
2011_02_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1296950400000,0,
2011_02_07,2.7700000000000387,0.9225204604777069,{LST_Night_1km=3.330000000000041},{LST_Night_1km=-0.6699999999999591},1297036800000,40,
2011_02_08,1.080000000000041,1.7850888227937391,{LST_Night_1km=2.910000000000025},{LST_Night_1km=-5.169999999999959},1297123200000,38,
2011_02_09,-0.47999999999996135,1.2098131054009913,{LST_Night_1km=0.4300000000000068},{LST_Night_1km=-5.5499999999999545},1297209600000,40,
2011_02_10,-0.5099999999999909,1.6119540291962233,{LST_Night_1km=0.4700000000000273},{LST_Night_1km=-6.309999999999945},1297296000000,39,
2011_02_11,-2.3399999999999466,2.2355088906108187,{LST_Night_1km=-1.589999999999975},{LST_Night_1km=-8.529999999999973},1297382400000,8,
2011_02_12,-2.2899999999999636,1.114512797373903,{LST_Night_1km=-1.9699999999999704},{LST_Night_1km=-5.409999999999968},1297468800000,7,
2011_02_13,2.980000000000018,0.8484266320666728,{LST_Night_1km=3.9500000000000455},{LST_Night_1km=-0.7299999999999613},1297555200000,40,
2011_02_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1297641600000,0,
2011_02_15,1.420000000000016,0.6033553456547751,{LST_Night_1km=2.990000000000009},{LST_Night_1km=0.6500000000000341},1297728000000,38,
2011_02_16,,,{LST_Night_1km=null},{LST_Night_1km=null},1297814400000,0,
2011_02_17,0.44000000000002615,0.933749026718619,{LST_Night_1km=1.150000000000034},{LST_Night_1km=-2.6299999999999955},1297900800000,28,
2011_02_18,,,{LST_Night_1km=null},{LST_Night_1km=null},1297987200000,0,
2011_02_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1298073600000,0,
2011_02_20,,,{LST_Night_1km=null},{LST_Night_1km=null},1298160000000,0,
2011_02_21,,,{LST_Night_1km=null},{LST_Night_1km=null},1298246400000,0,
2011_02_22,-0.38999999999998636,1.3461996091795263,{LST_Night_1km=0.4500000000000455},{LST_Night_1km=-4.449999999999989},1298332800000,35,
2011_02_23,-4.259999999999991,2.195195663261023,{LST_Night_1km=-2.7299999999999613},{LST_Night_1km=-8.509999999999991},1298419200000,10,
2011_02_24,-0.6499999999999773,0.09363411204670302,{LST_Night_1km=-0.5299999999999727},{LST_Night_1km=-0.7899999999999636},1298505600000,7,
2011_02_25,,,{LST_Night_1km=null},{LST_Night_1km=null},1298592000000,0,
2011_02_26,-3.3899999999999864,0.9653167813418523,{LST_Night_1km=-2.669999999999959},{LST_Night_1km=-6.729999999999961},1298678400000,27,
2011_02_27,-14.169999999999959,0.0,{LST_Night_1km=-14.169999999999959},{LST_Night_1km=-14.169999999999959},1298764800000,1,
2011_02_28,,,{LST_Night_1km=null},{LST_Night_1km=null},1298851200000,0,
2011_03_01,-3.399999999999949,0.455700850675223,{LST_Night_1km=-2.7099999999999795},{LST_Night_1km=-4.189999999999998},1298937600000,28,
2011_03_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1299024000000,0,
2011_03_03,,,{LST_Night_1km=null},{LST_Night_1km=null},1299110400000,0,
2011_03_04,-2.109999999999957,0.9424371331818392,{LST_Night_1km=-1.1499999999999773},{LST_Night_1km=-5.729999999999961},1299196800000,40,
2011_03_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1299283200000,0,
2011_03_06,,,{LST_Night_1km=null},{LST_Night_1km=null},1299369600000,0,
2011_03_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1299456000000,0,
2011_03_08,-11.129999999999995,0.0,{LST_Night_1km=-11.129999999999995},{LST_Night_1km=-11.129999999999995},1299542400000,1,
2011_03_09,,,{LST_Night_1km=null},{LST_Night_1km=null},1299628800000,0,
2011_03_10,0.4900000000000091,1.0250995394321232,{LST_Night_1km=0.910000000000025},{LST_Night_1km=-2.0299999999999727},1299715200000,17,
2011_03_11,,,{LST_Night_1km=null},{LST_Night_1km=null},1299801600000,0,
2011_03_12,2.9800000000000466,1.2434753716901652,{LST_Night_1km=4.110000000000014},{LST_Night_1km=-0.8499999999999659},1299888000000,40,
2011_03_13,-3.589999999999975,1.3346993003003342,{LST_Night_1km=-3.4899999999999523},{LST_Night_1km=-6.369999999999948},1299974400000,3,
2011_03_14,,,{LST_Night_1km=null},{LST_Night_1km=null},1300060800000,0,
2011_03_15,,,{LST_Night_1km=null},{LST_Night_1km=null},1300147200000,0,
2011_03_16,,,{LST_Night_1km=null},{LST_Night_1km=null},1300233600000,0,
2011_03_17,1.1300000000000523,1.402980030385597,{LST_Night_1km=3.0100000000000477},{LST_Night_1km=-2.4699999999999704},1300320000000,31,
2011_03_18,,,{LST_Night_1km=null},{LST_Night_1km=null},1300406400000,0,
2011_03_19,,,{LST_Night_1km=null},{LST_Night_1km=null},1300492800000,0,
2011_03_20,,,{LST_Night_1km=null},{LST_Night_1km=null},1300579200000,0,
2011_03_21,-0.05999999999997385,1.3702220014776245,{LST_Night_1km=1.3500000000000227},{LST_Night_1km=-3.089999999999975},1300665600000,24,
2011_03_22,,,{LST_Night_1km=null},{LST_Night_1km=null},1300752000000,0,
2011_03_23,,,{LST_Night_1km=null},{LST_Night_1km=null},1300838400000,0,
2011_03_24,,,{LST_Night_1km=null},{LST_Night_1km=null},1300924800000,0,
2011_03_25,,,{LST_Night_1km=null},{LST_Night_1km=null},1301011200000,0,
2011_03_26,,,{LST_Night_1km=null},{LST_Night_1km=null},1301097600000,0,
2011_03_27,-4.509999999999991,2.1461656700574925,{LST_Night_1km=-1.2699999999999818},{LST_Night_1km=-10.649999999999977},1301184000000,24,
2011_03_28,0.7600000000000477,2.797919641624408,{LST_Night_1km=2.090000000000032},{LST_Night_1km=-7.029999999999973},1301270400000,36,
2011_03_29,,,{LST_Night_1km=null},{LST_Night_1km=null},1301356800000,0,
2011_03_30,-3.0499999999999545,0.527746425153444,{LST_Night_1km=-2.3099999999999454},{LST_Night_1km=-4.169999999999959},1301443200000,37,
2011_03_31,4.470000000000027,0.954708201494051,{LST_Night_1km=6.490000000000009},{LST_Night_1km=2.730000000000018},1301529600000,40,
2011_04_01,5.730000000000018,0.8333605162233224,{LST_Night_1km=7.510000000000048},{LST_Night_1km=3.57000000000005},1301616000000,40,
2011_04_02,,,{LST_Night_1km=null},{LST_Night_1km=null},1301702400000,0,
2011_04_03,4.350000000000023,1.4600243148660212,{LST_Night_1km=6.410000000000025},{LST_Night_1km=0.5100000000000477},1301788800000,40,
2011_04_04,,,{LST_Night_1km=null},{LST_Night_1km=null},1301875200000,0,
2011_04_05,,,{LST_Night_1km=null},{LST_Night_1km=null},1301961600000,0,
2011_04_06,6.920000000000016,2.0541528667555427,{LST_Night_1km=8.710000000000036},{LST_Night_1km=0.27000000000003865},1302048000000,40,
2011_04_07,,,{LST_Night_1km=null},{LST_Night_1km=null},1302134400000,0,
2011_04_08,,,{LST_Night_1km=null},{LST_Night_1km=null},1302220800000,0,
2011_04_09,4.450000000000017,1.7106244473875647,{LST_Night_1km=5.53000000000003},{LST_Night_1km=-1.849999999999966},1302307200000,40,
2011_04_10,3.7800000000000296,1.3159246748959474,{LST_Night_1km=5.150000000000034},{LST_Night_1km=-1.6899999999999977},1302393600000,40,
