system:index,LST_Day_1km_median,LST_Day_1km_stdDev,maxLST,minLST,modis_time,pixel_count,.geo
2009_04_09,,,{LST_Day_1km=null},{LST_Day_1km=null},1239235200000,0,
2009_04_10,5.210000000000036,1.3439028982779995,{LST_Day_1km=8.270000000000039},{LST_Day_1km=5.090000000000032},1239321600000,4,
2009_04_11,9.050000000000011,3.245421781374784,{LST_Day_1km=21.090000000000032},{LST_Day_1km=8.110000000000014},1239408000000,31,
2009_04_12,,,{LST_Day_1km=null},{LST_Day_1km=null},1239494400000,0,
2009_04_13,11.410000000000025,3.600151829753687,{LST_Day_1km=22.33000000000004},{LST_Day_1km=9.130000000000052},1239580800000,42,
2009_04_14,5.260000000000048,2.058269904555764,{LST_Day_1km=5.270000000000039},{LST_Day_1km=0.5100000000000477},1239667200000,4,
2009_04_15,5.03000000000003,0.7362744053680189,{LST_Day_1km=6.190000000000055},{LST_Day_1km=4.310000000000002},1239753600000,4,
2009_04_16,12.520000000000039,3.791727838334387,{LST_Day_1km=21.450000000000045},{LST_Day_1km=7.590000000000032},1239840000000,44,
2009_04_17,,,{LST_Day_1km=null},{LST_Day_1km=null},1239926400000,0,
2009_04_18,14.51000000000002,4.675098863143469,{LST_Day_1km=26.230000000000018},{LST_Day_1km=8.29000000000002},1240012800000,44,
2009_04_19,19.170000000000016,4.172691087725064,{LST_Day_1km=29.07000000000005},{LST_Day_1km=12.930000000000007},1240099200000,45,
2009_04_20,21.910000000000025,5.572247103079487,{LST_Day_1km=37.690000000000055},{LST_Day_1km=18.150000000000034},1240185600000,45,
2009_04_21,25.650000000000034,2.906116114462871,{LST_Day_1km=32.690000000000055},{LST_Day_1km=21.53000000000003},1240272000000,43,
2009_04_22,23.100000000000023,5.5769522576739625,{LST_Day_1km=36.110000000000014},{LST_Day_1km=18.090000000000032},1240358400000,32,
2009_04_23,15.890000000000015,0.0800000000000844,{LST_Day_1km=15.970000000000027},{LST_Day_1km=15.810000000000002},1240444800000,2,
2009_04_24,,,{LST_Day_1km=null},{LST_Day_1km=null},1240531200000,0,
2009_04_25,18.140000000000015,3.1699999999999826,{LST_Day_1km=21.310000000000002},{LST_Day_1km=14.970000000000027},1240617600000,2,
2009_04_26,17.00000000000003,1.830000000000004,{LST_Day_1km=18.83000000000004},{LST_Day_1km=15.170000000000016},1240704000000,2,
2009_04_27,,,{LST_Day_1km=null},{LST_Day_1km=null},1240790400000,0,
2009_04_28,,,{LST_Day_1km=null},{LST_Day_1km=null},1240876800000,0,
2009_04_29,,,{LST_Day_1km=null},{LST_Day_1km=null},1240963200000,0,
2009_04_30,16.690000000000026,3.50432597713405,{LST_Day_1km=23.49000000000001},{LST_Day_1km=10.670000000000016},1241049600000,38,
2009_05_01,,,{LST_Day_1km=null},{LST_Day_1km=null},1241136000000,0,
2009_05_02,,,{LST_Day_1km=null},{LST_Day_1km=null},1241222400000,0,
2009_05_03,9.06000000000003,1.4817810229585284,{LST_Day_1km=11.170000000000016},{LST_Day_1km=6.4500000000000455},1241308800000,12,
2009_05_04,,,{LST_Day_1km=null},{LST_Day_1km=null},1241395200000,0,
2009_05_05,13.170000000000016,2.9372926479896764,{LST_Day_1km=20.630000000000052},{LST_Day_1km=8.310000000000002},1241481600000,39,
2009_05_06,8.730000000000018,2.70440607988112,{LST_Day_1km=15.410000000000025},{LST_Day_1km=6.970000000000027},1241568000000,7,
2009_05_07,14.79000000000002,2.1057441058075788,{LST_Day_1km=20.850000000000023},{LST_Day_1km=12.130000000000052},1241654400000,41,
2009_05_08,18.57000000000005,5.433887888082238,{LST_Day_1km=32.55000000000001},{LST_Day_1km=13.310000000000002},1241740800000,45,
2009_05_09,16.970000000000027,4.3828994110246775,{LST_Day_1km=28.930000000000007},{LST_Day_1km=13.330000000000041},1241827200000,43,
2009_05_10,20.870000000000005,5.117354910884195,{LST_Day_1km=35.23000000000002},{LST_Day_1km=17.29000000000002},1241913600000,45,
2009_05_11,17.890000000000043,5.194957194227019,{LST_Day_1km=33.01000000000005},{LST_Day_1km=14.330000000000041},1242000000000,41,
2009_05_12,15.010000000000048,2.688098687960139,{LST_Day_1km=24.390000000000043},{LST_Day_1km=13.210000000000036},1242086400000,26,
2009_05_13,,,{LST_Day_1km=null},{LST_Day_1km=null},1242172800000,0,
2009_05_14,,,{LST_Day_1km=null},{LST_Day_1km=null},1242259200000,0,
2009_05_15,21.670000000000016,6.188063635383497,{LST_Day_1km=38.01000000000005},{LST_Day_1km=17.49000000000001},1242345600000,45,
2009_05_16,27.090000000000032,4.60830863163966,{LST_Day_1km=39.370000000000005},{LST_Day_1km=21.450000000000045},1242432000000,45,
2009_05_17,27.56000000000003,6.80256367572977,{LST_Day_1km=44.55000000000001},{LST_Day_1km=22.870000000000005},1242518400000,42,
2009_05_18,23.190000000000026,6.093029975776752,{LST_Day_1km=39.99000000000001},{LST_Day_1km=18.77000000000004},1242604800000,28,
2009_05_19,18.930000000000007,4.290775036426759,{LST_Day_1km=31.05000000000001},{LST_Day_1km=17.33000000000004},1242691200000,11,
2009_05_20,22.79000000000002,6.5864301099564715,{LST_Day_1km=38.99000000000001},{LST_Day_1km=18.210000000000036},1242777600000,29,
2009_05_21,26.57000000000002,3.583841135423075,{LST_Day_1km=35.170000000000016},{LST_Day_1km=23.310000000000002},1242864000000,36,
2009_05_22,24.730000000000047,7.360149812548482,{LST_Day_1km=44.910000000000025},{LST_Day_1km=20.850000000000023},1242950400000,38,
2009_05_23,27.77000000000004,3.228218701955251,{LST_Day_1km=35.97000000000003},{LST_Day_1km=23.390000000000043},1243036800000,36,
2009_05_24,28.27000000000004,7.881056010459516,{LST_Day_1km=43.93000000000001},{LST_Day_1km=19.77000000000004},1243123200000,25,
2009_05_25,28.02000000000004,4.40724573469489,{LST_Day_1km=40.05000000000001},{LST_Day_1km=24.190000000000055},1243209600000,42,
2009_05_26,31.53000000000003,7.43543257771386,{LST_Day_1km=42.27000000000004},{LST_Day_1km=19.29000000000002},1243296000000,19,
2009_05_27,26.83000000000004,6.521902108366187,{LST_Day_1km=46.55000000000001},{LST_Day_1km=22.810000000000002},1243382400000,45,
2009_05_28,30.29000000000002,5.2968775521498435,{LST_Day_1km=44.09000000000003},{LST_Day_1km=25.29000000000002},1243468800000,45,
2009_05_29,21.650000000000034,0.6339999999999786,{LST_Day_1km=23.090000000000032},{LST_Day_1km=21.03000000000003},1243555200000,10,
2009_05_30,29.01000000000002,2.7448530397594144,{LST_Day_1km=39.57000000000005},{LST_Day_1km=25.370000000000005},1243641600000,36,
2009_05_31,27.82000000000002,5.904297791437395,{LST_Day_1km=44.05000000000001},{LST_Day_1km=23.610000000000014},1243728000000,38,
2009_06_01,15.650000000000034,0.0,{LST_Day_1km=15.650000000000034},{LST_Day_1km=15.650000000000034},1243814400000,1,
2009_06_02,18.29000000000002,0.0,{LST_Day_1km=18.29000000000002},{LST_Day_1km=18.29000000000002},1243900800000,1,
2009_06_03,,,{LST_Day_1km=null},{LST_Day_1km=null},1243987200000,0,
2009_06_04,16.810000000000002,0.0,{LST_Day_1km=16.810000000000002},{LST_Day_1km=16.810000000000002},1244073600000,1,
2009_06_05,,,{LST_Day_1km=null},{LST_Day_1km=null},1244160000000,0,
2009_06_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1244246400000,0,
2009_06_07,19.29000000000002,0.24494897427836113,{LST_Day_1km=19.590000000000032},{LST_Day_1km=18.99000000000001},1244332800000,3,
2009_06_08,24.79000000000002,2.5380902707000343,{LST_Day_1km=31.190000000000055},{LST_Day_1km=21.57000000000005},1244419200000,45,
2009_06_09,,,{LST_Day_1km=null},{LST_Day_1km=null},1244505600000,0,
2009_06_10,,,{LST_Day_1km=null},{LST_Day_1km=null},1244592000000,0,
2009_06_11,17.55000000000001,2.4809317246192437,{LST_Day_1km=17.750000000000057},{LST_Day_1km=12.390000000000043},1244678400000,3,
2009_06_12,18.79000000000002,3.7770203008378376,{LST_Day_1km=27.390000000000043},{LST_Day_1km=13.850000000000023},1244764800000,17,
2009_06_13,,,{LST_Day_1km=null},{LST_Day_1km=null},1244851200000,0,
2009_06_14,,,{LST_Day_1km=null},{LST_Day_1km=null},1244937600000,0,
2009_06_15,21.05000000000004,2.296919770496664,{LST_Day_1km=26.27000000000004},{LST_Day_1km=17.33000000000004},1245024000000,36,
2009_06_16,,,{LST_Day_1km=null},{LST_Day_1km=null},1245110400000,0,
2009_06_17,25.110000000000014,3.397380952047195,{LST_Day_1km=33.950000000000045},{LST_Day_1km=20.710000000000036},1245196800000,45,
2009_06_18,26.27000000000004,5.732771479791123,{LST_Day_1km=41.77000000000004},{LST_Day_1km=21.930000000000007},1245283200000,45,
2009_06_19,22.230000000000018,3.050115835762696,{LST_Day_1km=26.79000000000002},{LST_Day_1km=17.470000000000027},1245369600000,11,
2009_06_20,21.840000000000032,4.7862432960401105,{LST_Day_1km=37.29000000000002},{LST_Day_1km=18.410000000000025},1245456000000,30,
2009_06_21,,,{LST_Day_1km=null},{LST_Day_1km=null},1245542400000,0,
2009_06_22,21.850000000000023,2.236437072764854,{LST_Day_1km=27.730000000000018},{LST_Day_1km=18.730000000000018},1245628800000,31,
2009_06_23,24.230000000000018,6.406578779217582,{LST_Day_1km=41.75000000000006},{LST_Day_1km=19.230000000000018},1245715200000,45,
2009_06_24,27.950000000000017,4.219747652162942,{LST_Day_1km=37.35000000000002},{LST_Day_1km=22.610000000000014},1245801600000,44,
2009_06_25,27.49000000000001,6.613988169491438,{LST_Day_1km=45.99000000000001},{LST_Day_1km=22.210000000000036},1245888000000,45,
2009_06_26,26.880000000000024,4.3702493921972065,{LST_Day_1km=39.75000000000006},{LST_Day_1km=23.07000000000005},1245974400000,40,
2009_06_27,29.450000000000045,6.966207052001692,{LST_Day_1km=47.05000000000001},{LST_Day_1km=22.83000000000004},1246060800000,45,
2009_06_28,30.170000000000016,6.418310319548668,{LST_Day_1km=47.950000000000045},{LST_Day_1km=25.850000000000023},1246147200000,45,
2009_06_29,30.600000000000023,5.377343252438492,{LST_Day_1km=44.13000000000005},{LST_Day_1km=25.83000000000004},1246233600000,44,
2009_06_30,28.670000000000016,7.047970852366072,{LST_Day_1km=47.49000000000001},{LST_Day_1km=25.130000000000052},1246320000000,45,
2009_07_01,31.690000000000055,3.973683792262087,{LST_Day_1km=40.670000000000016},{LST_Day_1km=27.110000000000014},1246406400000,38,
2009_07_02,29.29000000000002,7.676546962349514,{LST_Day_1km=49.63000000000005},{LST_Day_1km=25.310000000000002},1246492800000,37,
2009_07_03,29.310000000000002,3.9602324004878184,{LST_Day_1km=40.35000000000002},{LST_Day_1km=24.29000000000002},1246579200000,29,
2009_07_04,28.03000000000003,6.917551279353123,{LST_Day_1km=48.01000000000005},{LST_Day_1km=25.090000000000032},1246665600000,33,
2009_07_05,28.690000000000055,5.67420942127453,{LST_Day_1km=43.710000000000036},{LST_Day_1km=23.750000000000057},1246752000000,29,
2009_07_06,30.33000000000004,5.307832976751509,{LST_Day_1km=36.63000000000005},{LST_Day_1km=23.03000000000003},1246838400000,11,
2009_07_07,33.07000000000005,3.32445238700593,{LST_Day_1km=35.39000000000004},{LST_Day_1km=24.650000000000034},1246924800000,7,
2009_07_08,24.01000000000002,4.12482592225283,{LST_Day_1km=35.39000000000004},{LST_Day_1km=22.850000000000023},1247011200000,12,
2009_07_09,17.99000000000001,0.0,{LST_Day_1km=17.99000000000001},{LST_Day_1km=17.99000000000001},1247097600000,1,
2009_07_10,28.960000000000036,3.5281972420127943,{LST_Day_1km=38.190000000000055},{LST_Day_1km=23.430000000000007},1247184000000,34,
2009_07_11,37.03000000000003,10.721509014852149,{LST_Day_1km=43.950000000000045},{LST_Day_1km=18.55000000000001},1247270400000,3,
2009_07_12,25.230000000000018,4.691190583923562,{LST_Day_1km=37.710000000000036},{LST_Day_1km=21.150000000000034},1247356800000,31,
2009_07_13,26.77000000000004,6.597421327975805,{LST_Day_1km=43.43000000000001},{LST_Day_1km=21.650000000000034},1247443200000,39,
2009_07_14,30.590000000000032,7.1420189973161845,{LST_Day_1km=47.370000000000005},{LST_Day_1km=22.33000000000004},1247529600000,45,
2009_07_15,32.710000000000036,6.007147775364086,{LST_Day_1km=47.210000000000036},{LST_Day_1km=25.390000000000043},1247616000000,45,
2009_07_16,28.410000000000025,8.521735655614709,{LST_Day_1km=50.43000000000001},{LST_Day_1km=23.79000000000002},1247702400000,41,
2009_07_17,34.07000000000002,4.232471825068752,{LST_Day_1km=46.150000000000034},{LST_Day_1km=28.930000000000007},1247788800000,40,
2009_07_18,31.30000000000001,8.214487118192972,{LST_Day_1km=52.610000000000014},{LST_Day_1km=26.690000000000055},1247875200000,38,
2009_07_19,33.51000000000005,4.427445418385016,{LST_Day_1km=46.89000000000004},{LST_Day_1km=28.370000000000005},1247961600000,41,
2009_07_20,36.440000000000055,8.447330305233397,{LST_Day_1km=52.81},{LST_Day_1km=25.49000000000001},1248048000000,28,
2009_07_21,31.310000000000002,6.571947155016303,{LST_Day_1km=49.75000000000006},{LST_Day_1km=27.150000000000034},1248134400000,37,
2009_07_22,33.27000000000004,6.597962393800053,{LST_Day_1km=49.83000000000004},{LST_Day_1km=26.450000000000045},1248220800000,40,
2009_07_23,32.77000000000004,6.89012074559578,{LST_Day_1km=49.950000000000045},{LST_Day_1km=27.07000000000005},1248307200000,36,
2009_07_24,31.880000000000024,3.9763234825024174,{LST_Day_1km=41.870000000000005},{LST_Day_1km=27.83000000000004},1248393600000,32,
2009_07_25,30.670000000000044,7.756335146384965,{LST_Day_1km=51.53000000000003},{LST_Day_1km=25.870000000000005},1248480000000,38,
2009_07_26,33.190000000000055,3.821126641449374,{LST_Day_1km=45.75000000000006},{LST_Day_1km=30.870000000000005},1248566400000,39,
2009_07_27,33.33000000000001,8.079649260947535,{LST_Day_1km=52.35000000000002},{LST_Day_1km=26.630000000000052},1248652800000,34,
2009_07_28,33.880000000000024,4.98332517000446,{LST_Day_1km=48.690000000000055},{LST_Day_1km=29.03000000000003},1248739200000,40,
2009_07_29,33.97000000000003,7.752372444915687,{LST_Day_1km=51.370000000000005},{LST_Day_1km=27.410000000000025},1248825600000,41,
2009_07_30,30.460000000000036,6.013212902580793,{LST_Day_1km=49.33000000000004},{LST_Day_1km=27.690000000000055},1248912000000,34,
2009_07_31,,,{LST_Day_1km=null},{LST_Day_1km=null},1248998400000,0,
